family_name,book_page_no,pdf_page_no,region_index,status,crop_path,paragraph_text,raw_json_path,error
Keck Asymmetric Allylation,237,289,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\237_Keck_Asymmetric_Allylation_r4.png,"Rhizoxin is a macrocyclic natural product possessing antibiotic and antifungal properties, and it also exhibits antitumor activity. G.E. Keck and co-workers described a synthetic approach for the construction of this natural product, where they utilized the catalytic asymmetric allylation method as a key strategic element to establish the C13 stereochemistry.31",,
Keck Macrolactonization,239,291,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\239_Keck_Macrolactonization_r1.png,"The total synthesis of a novel fungicidal natural product, (–)-hectochlorin, was accomplished by J.R.P. Cetusic and co-workers.6 The final step in their synthetic route was the Keck macrolactonization under the original conditions developed by Keck et al. The substrate hydroxy acid was dissolved in ethanol-free CHCl3 and was slowly added to a chloroform solution of DCC, DMAP and DMAP·HCl at reflux temperature.",,
Keck Macrolactonization,239,291,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\239_Keck_Macrolactonization_r2.png,"The 16-membered tetraenic macrolactone (–)-bafilomycin A1 was synthesized in the laboratory of S. Hanessian.7 The key macrolactonization step was conducted under the modified Keck conditions using EDCI instead of DCC. Interestingly, model studies on the macrocyclization of the hydroxy acid containing the entire bafilomycin A1 carbon framework yielded a mixture of products. However, if the hydroxy acid did not contain the pseudosugar moiety, the macrolactonization took place uneventfully, and the thermodynamically more stable 16-membered lactone ring (with the C15 hydroxyl group) was formed exclusively.",,
Keck Macrolactonization,239,291,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\239_Keck_Macrolactonization_r3.png,"The lactonization was attempted using both the Yamaguchi and Mitsunobu procedures and neither gave even a trace of the cyclic product. However, when the Keck conditions were applied, the desired lactone was isolated in moderate yield.",,
Keck Macrolactonization,239,291,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\239_Keck_Macrolactonization_r4.png,The total synthesis of the microtubule stabilizing antitumor drug epothilone B was achieved by J. Mulzer et al. who cyclized the 16-membered macrocycle using the Keck macrolactonization.9,,
Keck Radical Allylation,241,293,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\241_Keck_Radical_Allylation_r1.png,"S.J. Danishefsky and co-workers reported the total synthesis of pentacyclic sesquiterpene dilactone, merrilactone A.10 In their approach, they utilized Keck’s radical allylation method to achieve the required chain extension. This sidechain was later used to construct one of the cyclopentane rings of the natural product.",,
Keck Radical Allylation,241,293,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\241_Keck_Radical_Allylation_r2.png,"The total synthesis of Stemona alkaloid (–)-tuberostemonine was accomplished by P. Wipf.11 Late in the synthesis, the introduction of an ethyl sidechain was required. This could be achieved in a novel four-step sequence. First, the allyl sidechain was introduced by the Keck radical allylation. To this end, the secondary alkyl phenylselenide substrate was treated with allyltriphenyltin in the presence of catalytic amounts of AIBN. This was followed by the introduction of a methyl group onto the lactone moiety. The allyl group then was transformed into the desired ethyl group as follows: the terminal double bond was isomerized to the internal double bond by the method of R. Roy. This was followed by ethylene cross metathesis and catalytic hydrogenation to provide the desired ethyl sidechain.",,
Keck Radical Allylation,241,293,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\241_Keck_Radical_Allylation_r3.png,"-C-glycosides of N-acetylglucosamine via the Keck radical allylation.12 This transformation was carried out on the corresponding bromide- and chloride derivatives, using a large excess of allyltributyltin. In case of the chloride substrate, higher temperature (110 °C) was required to effect the transformation.",,
Keck Radical Allylation,241,293,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\241_Keck_Radical_Allylation_r4.png,"Manzamine A is an alkaloid that was shown to inhibit the growth of P-388 mouse leukemia cells. The synthesis of the tetracyclic substructure of this natural product was reported by D.J. Hart.13 For the construction of the perhydroisoquinoline moiety, he utilized the Keck radical allylation. This transformation was carried out under standard conditions, reacting a secondary alkyl iodide with allyltributyltin.",,
Knoevenagel Condensation,243,295,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\243_Knoevenagel_Condensation_r1.png,"The total synthesis of the marine-derived diterpenoid sarcodictyin A was accomplished in the laboratory of K.C. Nicolaou.56 The most challenging part of the synthesis was the construction of the tricyclic core, which contains a 10- membered ring. This macrocycle was obtained by the intramolecular 1,2-addition of an acetylide anion to an α,β- unsaturated aldehyde. This unsaturated aldehyde moiety was installed by utilizing the Knoevenagel condensation catalyzed by β-alanine. The Knoevenagel product was exclusively the (E)-cyanoester.",,
Knoevenagel Condensation,243,295,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\243_Knoevenagel_Condensation_r2.png,"The Knoevenagel condensation was carried out between an enantiopure aldehyde and Meldrum's acid in the presence of ethylenediamine diacetate. The resulting highly reactive 1-oxa-1,3-butadiene underwent a hetero-Diels- Alder reaction with 4-methoxybenzyl butenyl ether (E/Z = 1:1) in situ. The product exhibited a 1,3-asymmetric induction greater than 20:1.",,
Knoevenagel Condensation,243,295,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\243_Knoevenagel_Condensation_r3.png,"During the total synthesis of (±)-leporin A, a tandem Knoevenagel condensation/inverse electron demand intramolecular hetero-Diels-Alder reaction was employed by B.B. Snider et al. to construct the key tricyclic intermediate.58 The condensation of pyridone with the enantiopure acyclic aldehyde in the presence of triethylamine as catalyst afforded an intermediate that underwent a [4+2] cycloaddition to afford the tricyclic core of the target.",,
Knoevenagel Condensation,243,295,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\243_Knoevenagel_Condensation_r4.png,The use of 4-iodooxindole as the active methylene component allowed the preparation of the (Z)-alkylidene indolinone product as a single stereoisomer.,,
Knorr Pyrrole Synthesis,245,297,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\245_Knorr_Pyrrole_Synthesis_r1.png,"A new anti-inflammatory/analgesic agent, 4,5,8,9-tetrahydro-8-methyl-9-oxothieno[3',3':5,6]cyclohepta[1,2-b]-pyrrole- 7-acetic acid, was synthesized by H.E. Rosenberg and R.W. Ward et al. using the Knorr pyrrole synthesis for the construction of the highly substituted pyrrole ring.21 The starting β-ketoamide was first nitrosated under standard conditions in acetic acid/water to afford the corresponding α-oximino ketone. This was followed by the addition of diethyl acetone-1,3-dicarboxylate, zinc powder, and sodium acetate, and the resulting mixture was heated at reflux. The cyclization to obtain the desired tricyclic ketone was achieved under Vilsmeier-Haack conditions using POCl3.",,
Knorr Pyrrole Synthesis,245,297,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\245_Knorr_Pyrrole_Synthesis_r2.png,"A useful modification of the Knorr pyrrole synthesis was developed in the laboratory of J.M. Hamby for the construction of tetrasubstituted pyrroles. The necessary α-amino ketones were prepared from N-methoxy-N- methylamides of amino acids (Weinreb amides).13 These Weinreb amides were prepared by the mixed anhydride method and treated with excess methylmagnesium bromide in ether to afford the corresponding Cbz-protected α- amino ketones in excellent yield. The Cbz group is removed by catalytic hydrogenation in the presence of the active methylene compound (e.g., acetoacetic ester), the catalyst is then filtered and the resulting solution is heated to reflux to bring about the condensation.",,
Knorr Pyrrole Synthesis,245,297,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\245_Knorr_Pyrrole_Synthesis_r3.png,"The large-scale synthesis of a potent δ-opioid antagonist, SB-342219, was accomplished by the research team of J.S. Carey.22 The route developed by medicinal chemists could not be fully adapted for the large-scale preparation, since it required the addition of finely divided zinc powder in portions to a hot and flammable solvent containing a phenylhydrazone and a low concentration of the resulting α-amino ketone had to be maintained. Therefore, a procedure was sought that avoided the use of zinc metal altogether. The tricyclic ketone was mixed with an excess of the amino ketone hydrochloride in acetic acid and heated. Only one regioisomer of the pyrrole was formed in good yield, which was then converted to the final compound in a few steps.",,
Knorr Pyrrole Synthesis,245,297,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\245_Knorr_Pyrrole_Synthesis_r4.png,"The two-step one-pot total synthesis of Ro 22-1319, an antipsychotic agent featuring a rigid pyrrolo[2,3-g]isoquinoline skeleton, was accomplished by D.L. Coffen and co-workers.23 The cyclic 1,3-diketone precursor was prepared from arecoline and dimethyl malonate, and in the same reaction vessel an amino ketone hydrochloride was added. The pH of the reaction mixture was adjusted to 4 in order to initiate the formation of the pyrrole.",,
Koenigs-Knorr Glycosidation,247,299,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\247_Koenigs_Knorr_Glycosidation_r1.png,"The first total synthesis of the major component of the microbial biosurfactant sophorolipid, sophorolipid lactone, was accomplished in the laboratory of A. Fürstner.43 The natural product features a 26-membered ring, a (Z)-double bond, and two β-glycosidic linkages. The macrocyclization was achieved via ring-closing alkyne metathesis followed by hydrogenation of the alkyne in the presence of Lindlar's catalyst and finally the glycosidic linkages were installed using a modified Koenigs-Knorr glycosidation. In order to preserve the labile p-methoxybenzaldehyde dimethylacetal functionality, the anomeric hydroxyl group was converted to the corresponding glycosyl bromide under neutral conditions. The glycosidation was performed in the presence of excess silver triflate and base to afford an excellent yield of the desired β-O-glycoside. Interestingly, coactivators other than AgOTf gave inferior results.",,
Koenigs-Knorr Glycosidation,247,299,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\247_Koenigs_Knorr_Glycosidation_r2.png,"The macrolide insecticide (+)-lepicidin A (or (+)-A83543A) was first synthesized by D.A. Evans and co-workers. In the final stages of the total synthesis, the β-selective glycosidation of the C17 alcohol was required. The task was made even more difficult by the fact that a 2''-deoxy-β-glycosidic linkage had to be formed. The strategy was to take an α- glycosyl halide and its SN2 inversion would afford the desired β-glycoside. The glycosyl bromide was generated prior to the reaction from the corresponding glycosyl acetate, but it was not purified due to its instability. NMR spectra confirmed that it was exclusively the α-anomer. The α:β selectivity was poor, and the yield could only be improved by using as much as 4 equivalents of the glycosyl bromide. The reaction was conducted several times and the anomers were separated providing enough β-glycoside to complete the total synthesis. The last two steps were the removal of the Fmoc protecting group under mildly basic conditions (Et2NH) and reductive alkylation of the free amino group under the Eschweiler-Clarke methylation conditions.",,
Koenigs-Knorr Glycosidation,247,299,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\247_Koenigs_Knorr_Glycosidation_r3.png,"The naturally occurring noncyanogenic cyanoglucoside (–)-lithospermoside was prepared by C. Le Drian et al.44 The key Koenigs-Knorr glycosidation step was very sensitive to steric hindrance, so the protecting groups on the aglycon had to be carefully chosen to obtain a reasonable yield.",,
Kolbe-Schmitt Reaction,249,301,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\249_Kolbe_Schmitt_Reaction_r1.png,"In the laboratory of S. Blechert, the large-scale synthesis of a new and highly efficient alkene metathesis catalyst was achieved.25 The catalyst was a biphenyl-based ruthenium alkylidene complex, and it was ideal for the ring-opening cross-metathesis of substrates that contain unprotected chelating atoms. The starting material 2-hydroxybiphenyl was first deprotonated, and the resulting dry sodium salt subjected to the Kolbe-Schmitt reaction conditions. The crude carboxylation product was alkylated with excess isopropyl bromide to afford the corresponding isopropyl ester that in three steps was converted to a vinyl derivative and finally to the desired ruthenium alkylidene complex.",,
Kolbe-Schmitt Reaction,249,301,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\249_Kolbe_Schmitt_Reaction_r2.png,"Phenols that have more than one hydroxyl group may be carboxylated with CO2 at atmospheric pressure under basic conditions. The research team of Y.-C. Gao synthesized 3,5-di-tert-butyl-γ-resorcylic acid from 4,6-di-tert-butyl resorcinol using the Kolbe-Schmitt reaction under these conditions.26 The resorcylic acid derivative was needed in order to prepare ternary complexes of lanthanide(III)-3,5-di-tert-butyl-γ-resorcylate with substituted pyridine-N-oxide.",,
Kolbe-Schmitt Reaction,249,301,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\249_Kolbe_Schmitt_Reaction_r3.png,"B.S. Green and co-workers developed an improved preparation of the clathrate host compound tri-o-thymotide (TOT) and other trisalicylide derivatives.27 The synthesis began with the preparation of ortho-thymotic acid from thymol using the Kolbe-Schmitt reaction. The authors found that the yield of the product was dramatically increased when the reactants, solvents, and reagents were dried before use. Thus, thymol was dissolved in dry xylene, sodium metal was added and the temperature was kept at 130 °C for 20h in a dry carbon dioxide atmosphere. The desired carboxylated product was isolated in good yield. Finally, cyclodehydration with POCl3 afforded TOT in almost quantitative yield.",,
Kolbe-Schmitt Reaction,249,301,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\249_Kolbe_Schmitt_Reaction_r4.png,The first enantioselective total synthesis of the fungal metabolite (+)-pulvilloric acid was accomplished by H. Gerlach et al.28 At the final stages of the synthetic effort the carboxylic acid moiety was installed via the Kolbe-Schmitt reaction using CO2 at atmospheric pressure. The final formylation and ring-closure were achieved with triethyl orthoformate.,,
Kornblum Oxidation,251,303,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\251_Kornblum_Oxidation_r1.png,"A tandem Kornblum oxidation/imidazole formation reaction was used during the preparation of new fluorescent nucleotides by B. Fischer and co-workers.24 The adenosine monophosphate free acid was mixed with 10 equivalents of 2-bromo-(p-nitro)-acetophenone and dissolved in DMSO. The required pH value was maintained with the addition of DBU which also served as a base. The Kornblum oxidation of the alkyl halide yielded the glyoxal, which reacted in situ with the aromatic amine to form the desired imidazole derivative.",,
Kornblum Oxidation,251,303,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\251_Kornblum_Oxidation_r2.png,"The first total synthesis of the clerodane alkaloid solidago alcohol was achieved in the laboratory of H.-S. Liu, using a highly diastereoselective Diels-Alder cycloaddition as the key step.25 The installation of the 3-furyl side chain required the conversion of the bicyclic primary alkyl bromide to the corresponding aldehyde. This was accomplished by the modified Kornblum oxidation, which employed silver tetrafluoroborate to activate the substrate.",,
Kornblum Oxidation,251,303,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\251_Kornblum_Oxidation_r3.png,A number of simple analogs of the antipsoriatic agent anthralin (dithranol) were prepared by K. Müller and co-workers by changing the positions of the hydroxyl groups as well as adding new functional groups into various positions of the anthracenone nucleus.26 The benzyl bromide functionality was converted to the corresponding aldehyde by the Kornblum oxidation in fair yield.,,
Kornblum Oxidation,251,303,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\251_Kornblum_Oxidation_r4.png,"A novel synthetic approach was developed by R.E. Taylor et al. for the preparation of the triene portion of the biologically active polyketide apoptolidin.27 The allylic chloride substrate was prepared from an allylic alcohol via a thionyl chloride mediated rearrangement. Next, the allylic chloride was subjected to the Ganem oxidation by treating it with five equivalents of trimethylamine N-oxide (TMANO) in DMSO at room temperature to obtain the desired α,β- unsaturated aldehyde. Interestingly, the original Kornblum oxidation conditions were not well suited for this system because of the required high reaction temperature.",,
Krapcho Dealkoxycarbonylation,253,305,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\253_Krapcho_Dealkoxycarbonylation_r1.png,"In the laboratory of A. Fürstner, a practical synthesis of the immunosuppressive alkaloid metacycloprodigiosin and its functional derivatives was developed.20 Toward the end of the synthetic sequence a meta-pyrrolophane β-keto ester was decarboxylated under standard Krapcho conditions. The substrate was dissolved in wet DMSO, and two equivalents of sodium chloride were added and the reaction mixture was heated to 180 °C to afford the desired meta- pyrrolophane ketone in excellent yield. This ketone functionality was first converted to an ethyl group and then the product was advanced to metacycloprodigiosin.",,
Krapcho Dealkoxycarbonylation,253,305,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\253_Krapcho_Dealkoxycarbonylation_r2.png,"A highly exo-selective asymmetric hetero Diels-Alder reaction was the key step in D.A. Evans' total synthesis of (–)- epibatidine.21 The bicyclic cycloadduct was then subjected to a fluoride-promoted fragmentation that afforded a β-keto ester, which was isolated exclusively as its enol tautomer. The removal of the ethoxycarbonyl functionality was achieved using the Krapcho decarboxylation. Interestingly, the presence of a metal salt was not necessary in this transformation. Simply heating the substrate in wet DMSO gave rise to the decarboxylated product in quantitative yield.",,
Krapcho Dealkoxycarbonylation,253,305,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\253_Krapcho_Dealkoxycarbonylation_r3.png,"A general synthetic route toward the marine metabolite eunicellin diterpenes was developed by G.A. Molander and co-workers.22 The power of this method was demonstrated by the completion of the asymmetric total synthesis of deacetoxyalcyonin acetate. A tricyclic β-keto ester intermediate was methylated in the γ-position with complete diastereoselectivity using dianion chemistry and the crude product was subjected to the Krapcho decarboxylation. This was one of the rare cases when the transformation did not only remove the methoxycarbonyl group, but at the same time epimerized the newly formed stereocenter to yield a separable mixture of methyl ketones.",,
Krapcho Dealkoxycarbonylation,253,305,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\253_Krapcho_Dealkoxycarbonylation_r4.png,"The first enantioselective formal total synthesis of paeonilactone A was reported by J.E. Bäckvall who used a palladium(II)-catalyzed 1,4-oxylactonization of a conjugated diene as the key step.23 The lactonization precursor diene acid was obtained from an enantiopure dimethyl malonate derivative via sequential Krapcho decarboxylation and ester hydrolysis.",,
Kröhnke Pyridine Synthesis,255,307,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\255_Kr_hnke_Pyridine_Synthesis_r1.png,"In the laboratory of P. Koþovský, novel pyridine-type P,N-ligands were prepared from various monoterpenes.10 The key step was the Kröhnke pyridine synthesis, and the chirality was introduced by the α,β-unsaturated ketone component, which was derived from enantiopure monoterpenes. One of these ligands was synthesized from (+)- pinocarvone which was condensed with the acylmethylpyridinium salt under standard conditions to give good yield of the trisubstituted pyridine product. The benzylic position of this compound was deprotonated with butyllithium, and upon addition of methyl iodide the stereoselective methylation was achieved. The subsequent nucleophilic aromatic substitution (SNAr) gave rise to the desired ligand.",,
Kröhnke Pyridine Synthesis,255,307,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\255_Kr_hnke_Pyridine_Synthesis_r2.png,"The synthesis of cyclo-2,2':4',4'':2'',2''':4''',4'''':2'''',2''''':4'''''-sexipyridine was accomplished by T.R. Kelly and co-workers by using multiple Stille cross-couplings and the Kröhnke pyridine synthesis for the final macrocyclization.11 The bromination of the quinquepyridine was conducted with wet N-bromosuccinimide in THF, and the resulting α- bromoketone was immediately converted to the corresponding acylmethylpyridinium salt by strirring it with excess pyridine in acetone overnight. The crucial macrocyclization took place in the presence of excess ammonium acetate in acetic acid at reflux. Interestingly, other macrocyclization attempts using the Ullmann biaryl coupling or the Glaser coupling all failed.",,
Kröhnke Pyridine Synthesis,255,307,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\255_Kr_hnke_Pyridine_Synthesis_r3.png,"The research team of E.-S. Lee synthesized and evaluated several 2,4,6-trisubstituted pyridine derivatives as potential topoisomerase I inhibitors.12 One of these compounds, 4-furan-2-yl-2-(2-furan-2-yl-vinyl)-6-thiophen-2-yl- pyridine, was prepared by the Kröhnke pyridine synthesis and showed strong topoisomerase I inhibitory activity.",,
Kröhnke Pyridine Synthesis,255,307,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\255_Kr_hnke_Pyridine_Synthesis_r4.png,"Novel, tetrahydroquinoline-based N,S-type ligands were prepared by the Kröhnke pyridine synthesis and their catalytic activity was assessed by G. Chelucci et al.13 The acylmethylpyridinium iodide was reacted with a cyclic α,β- unsaturated ketone derived from 2-(+)-carene.",,
Kulinovich Reaction,257,309,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\257_Kulinovich_Reaction_r1.png,"The key component of the antitumor antibiotic cleomycin, (S)-cleonin, was prepared from (R)-serine using the Kulinkovich reaction as the key step in the laboratory of M. Taddei.29 The methyl ester of N-Cbz serine acetonide was exposed to freshly prepared ethylmagnesium bromide in the presence of substoichiometric amounts of titanium tetraisopropoxide to afford the desired cyclopropylamine in good yield. Subsequent functional group manipulations gave (S)-cleonin.",,
Kulinovich Reaction,257,309,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\257_Kulinovich_Reaction_r2.png,"Cyclopropylamines and their substituted derivatives are important building blocks in a large number of biologically active compounds. The synthesis of potentially biologically active N,N-dimethyl bicyclic cyclopropylamines from N- allylamino acid dimethylamides by the intramolecular variant of the Kulinkovich reaction was accomplished by M.M. Joullié and co-workers.30",,
Kulinovich Reaction,257,309,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\257_Kulinovich_Reaction_r3.png,"J.K. Cha et al. developed a stereocontrolled synthesis of bicyclo[5.3.0]decan-3-ones from readily available acyclic substrates.31 Acyclic olefin-tethered amides were first subjected to the intramolecular Kulinkovich reaction to prepare bicyclic aminocyclopropanes. This was followed by a tandem ring-expansion-cyclization sequence triggered by aerobic oxidation. The reactive intermediates in this tandem process were aminium radicals (radical cations). The p- anisidine group was chosen to lower the amine oxidation potential. This substituent was crucial for the generation of the aminium radical (if Ar = phenyl, the ring aerobic oxidation is not feasible).",,
Kulinovich Reaction,257,309,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\257_Kulinovich_Reaction_r4.png,"A general diastereoselective synthesis of fused bicyclic compounds using a sequential Kulinkovich cyclopropanation and an oxy-Cope rearrangement was achieved by J.K. Cha and co-workers.32 cis-1,2-Divinylcyclopropanes have found significant synthetic utility as substrates for [3,3]-sigmatropic rearrangements. The Kulinkovich reaction offered a straightforward and facile synthesis of cis-1,2-dialkenylcyclopropanols that gave fused bicyclic carbocycles upon oxy-Cope rearrangement.",,
Kumada Cross-Coupling,259,311,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\259_Kumada_Cross_Coupling_r1.png,The enantioselective total synthesis of (+)-ambruticin was accomplished in the laboratory of E.N. Jacobsen. The Kumada cross-coupling was utilized to convert an (E)-vinyl iodide intermediate to the corresponding conjugate diene in good yield.39 The stereochemistry of the vinyl iodide was completely preserved.,,
Kumada Cross-Coupling,259,311,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\259_Kumada_Cross_Coupling_r2.png,"The highly concise synthesis of [18]dehydrodesoxyepothilone B, the 18-membered ring homologue of 10,11-dehydro- 12,13-desoxyepothilone B, was based on a convergent RCM strategy.40 S.J. Danishefsky et al. assembled the metathesis precursor by first converting a (Z)-vinyl iodide precursor to the corresponding 1,5-diene via the Kumada cross-coupling.",,
Kumada Cross-Coupling,259,311,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\259_Kumada_Cross_Coupling_r3.png,"Enol phosphates were used as substrates for the Kumada cross-coupling during the final stages of the total synthesis of tetrahydrocannabinol and several of its analogs.41 Y. Kobayashi and co-workers developed an indirect three-step 1,4-addition strategy to functionalize -iodinated cyclohexanones with the addition of cuprates. The resulting enolates were trapped as corresponding phosphates, which underwent facile Kumada cross-coupling with methylmagnesium chloride in the presence of Ni(acac)2.",,
Kumada Cross-Coupling,259,311,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\259_Kumada_Cross_Coupling_r4.png,"Research by M. Ikunaka showed that C2-symmetrical chiral quaternary ammonium salts can serve as asymmetric phase-transfer catalysts.42 To prepare significant quantities of (R)-3,5-dihydro-4H-dinaphth[2,1-c:1',2'-e]azepine, a novel short and scalable synthetic approach was undertaken. The synthesis commenced with the triflation of (R)-binol to give the bis-O-triflate. The Kumada cross-coupling was used to install two methyl groups in good yield.",,
Larock Indole Synthesis,261,313,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\261_Larock_Indole_Synthesis_r1.png,"The total synthesis of (–)-fuchsiaefoline was accomplished in the laboratory of J.M. Cook using the Larock indole synthesis to prepare the key precursor 7-methoxy-D-tryptophan in enantiopure form.22 The propargyl-substituted Schöllkopf chiral auxiliary was reacted with 2-iodo-6-methoxyaniline in the presence of 2 mol% Pd(OAc)2 to give the expected indole in good yield. Interestingly, the Bartoli indole synthesis gives 7-substituted indoles only in moderate yield.",,
Larock Indole Synthesis,261,313,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\261_Larock_Indole_Synthesis_r2.png,T.F. Walsh and co-workers synthesized two (S)-β-methyl-2-aryltryptamine based gonadotropin hormone antagonists via a consecutive Larock indole synthesis and Suzuki cross-coupling. The required (S)-β-methyltryptophol derivatives were prepared by coupling 4-substituted o-iodoanilines with optically active internal alkynes under standard conditions. The resulting 2-trialkylsilyl substituted indoles were then subjected to a silver-assisted iododesilylation reaction to afford the 2-iodo-substituted indoles that served as coupling partners for the Suzuki cross-coupling step.,,
Larock Indole Synthesis,261,313,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\261_Larock_Indole_Synthesis_r3.png,"The preparation of diversely substituted azaindoles is fairly difficult, and there are no generally applicable strategies in the literature. Research by L. Xu et al. showed that 2-substituted-5-azaindoles could be synthesized by the Pd- catalyzed coupling of aminopyridyl iodides with terminal alkynes.13 The coupling reaction proceeded in good yield under the conditions originally developed by Larock. Therefore, this example can be considered an extension of the Larock indole synthesis. By stopping the reaction early it was shown that the intermediate was an internal alkyne.",,
Larock Indole Synthesis,261,313,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\261_Larock_Indole_Synthesis_r4.png,A complete reversal of regioselectivity was observed by M. Isobe and co-workers during the Larock heteroannulation of o-iodoaniline with α-C-glucosylpropargyl glycine in an attempt to prepare C-glycosyltryptophan.14,,
Ley Oxidation,263,315,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\263_Ley_Oxidation_r1.png,"The total synthesis of the immunosuppressant (–)-pironetin (PA48153C) was accomplished by G.E. Keck and co- workers.26 The six-membered α,β-unsaturated lactone moiety was installed using a lactone annulation reaction by reacting the advanced aldehyde intermediate with the lithium enolate of methyl acetate. The aldehyde was prepared by the Ley oxidation of the corresponding primary alcohol and was used without purification in the subsequent annulation step.",,
Ley Oxidation,263,315,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\263_Ley_Oxidation_r2.png,D.E. Ward et al. reported a general approach to cyathin diterpenes and the total synthesis of allocyathin B3. The tetracyclic secondary alcohol was converted to the corresponding ketone using TPAP/NMO in good yield.27,,
Ley Oxidation,263,315,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\263_Ley_Oxidation_r3.png,"In the laboratory of D. Tanner, a novel method was developed for the stereoselective synthesis of (E)-tributylstannyl- α,β-unsaturated ketones in two steps from secondary propargylic alcohols.28 The first step was the highly regio- and stereoselective Pd-catalyzed hydrostannylation of the triple bond followed by a mild Ley oxidation. This method was utilized for the construction of a key intermediate for the total synthesis of zoanthamine.",,
Ley Oxidation,263,315,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\263_Ley_Oxidation_r4.png,"During the total synthesis of (–)-motuporin by J.S. Panek et al., the modified Ley oxidation was utilized in the preparation of the key N-Boc-valine-Adda fragment.29 In order to obtain the carboxylic acid, the TPAP and NMO were administered twice, and the second portion of TPAP/NMO was accompanied by the addition of water. The water formed aldehyde hydrate which was oxidized to the carboxylic acid. The oxidation is so mild that the labile α- stereocenter was left intact.",,
