case_id,source_extract_id,expected_family,top1_family,top3_families,top3_scores,top1_correct,top3_correct,acceptance_override_used,disallow_violated,no_confident_hit,query_type,adversarial_type,query_reaction_types_ko,pruned_mismatch_count,notes
broad_petasis-ferrier_rearrangement_1144,1144,Petasis-Ferrier Rearrangement,Petasis-Ferrier Rearrangement,Petasis-Ferrier Rearrangement | Prilezhaev Reaction | Shi Asymmetric Epoxidation,2.867 | 0.725 | 0.603,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_peterson_olefination_1147,1147,Peterson Olefination,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Lieben Haloform Reaction | Wolff-Kishner Reduction,2.942 | 2.903 | 2.866,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_pfitzner-moffatt_oxidation_1150,1150,Pfitzner-Moffatt Oxidation,Ley Oxidation,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,4.388 | 4.388 | 3.403,False,False,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_pictet-spengler_tetrahydroisoquinoline_synthesis_1153,1153,Pictet-Spengler Tetrahydroisoquinoline Synthesis,Pictet-Spengler Tetrahydroisoquinoline Synthesis,Pictet-Spengler Tetrahydroisoquinoline Synthesis | Eschweiler-Clarke Methylation | Aldol Reaction,3.039 | 1.592 | 1.05,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_pinacol_and_semipinacol_rearrangement_1156,1156,Pinacol and Semipinacol Rearrangement,Pinacol and Semipinacol Rearrangement,Pinacol and Semipinacol Rearrangement | Ritter Reaction | Quasi-Favorskii Rearrangement,4.422 | 2.15 | 2.107,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_pinner_reaction_1159,1159,Pinner Reaction,Pinner Reaction,Pinner Reaction | Eschweiler-Clarke Methylation | Arbuzov Reaction (Michaelis-Arbuzov Reaction),2.826 | 2.036 | 1.807,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_pinnick_oxidation_1162,1162,Pinnick Oxidation,Aza-Wittig Reaction,Aza-Wittig Reaction | Wittig Reaction | Pinnick Oxidation,3.142 | 3.063 | 2.955,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_polonovski_reaction_1165,1165,Polonovski Reaction,Polonovski Reaction,Polonovski Reaction | Claisen Condensation / Claisen Reaction | Perkin Reaction,2.49 | 1.756 | 1.744,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_pomeranz-fritsch_reaction_1168,1168,Pomeranz-Fritsch Reaction,Pomeranz-Fritsch Reaction,Pomeranz-Fritsch Reaction | Skraup and Doebner-Miller Quinoline Synthesis | Wittig Reaction,4.455 | 2.274 | 2.171,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_prilezhaev_reaction_1171,1171,Prilezhaev Reaction,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation | Jacobsen-Katsuki Epoxidation | Prilezhaev Reaction,2.682 | 2.337 | 2.337,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_prins_reaction_1174,1174,Prins Reaction,Alder (Ene) Reaction (Hydro-Allyl Addition),Alder (Ene) Reaction (Hydro-Allyl Addition) | Hetero Diels-Alder Cycloaddition (HDA) | Sharpless Asymmetric Epoxidation,1.917 | 1.843 | 1.132,False,False,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_prins-pinacol_rearrangement_1177,1177,Prins-Pinacol Rearrangement,Prins-Pinacol Rearrangement,Prins-Pinacol Rearrangement | Cope Rearrangement | Takai-Utimoto Olefination (Takai Reaction),2.337 | 0.748 | 0.693,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_prévost_reaction_1180,1180,Prévost Reaction,Prévost Reaction,Prévost Reaction | Sharpless Asymmetric Dihydroxylation | Keck Asymmetric Allylation,2.9 | 2.642 | 1.958,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_pummerer_rearrangement_1183,1183,Pummerer Rearrangement,Pummerer Rearrangement,Pummerer Rearrangement | Hell-Volhard-Zelinsky Reaction | Enders SAMP/RAMP Hydrazone Alkylation,2.623 | 0.89 | 0.731,True,True,False,,False,reaction,,산화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_quasi-favorskii_rearrangement_1186,1186,Quasi-Favorskii Rearrangement,Pinacol and Semipinacol Rearrangement,Pinacol and Semipinacol Rearrangement | Cannizzaro Reaction | Quasi-Favorskii Rearrangement,2.547 | 1.672 | 1.281,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ramberg-bäcklund_rearrangement_1189,1189,Ramberg-Bäcklund Rearrangement,Ramberg-Bäcklund Rearrangement,Ramberg-Bäcklund Rearrangement | Riley Selenium Dioxide Oxidation | Wittig Reaction - Schlosser Modification,2.639 | 0.512 | 0.498,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_reformatsky_reaction_1192,1192,Reformatsky Reaction,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Keck Asymmetric Allylation | Henry Reaction,4.476 | 2.745 | 2.736,False,False,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_regitz_diazo_transfer_1195,1195,Regitz Diazo Transfer,Regitz Diazo Transfer,Regitz Diazo Transfer | Malonic Ester Synthesis | Retro-Claisen Reaction,3.16 | 2.391 | 2.172,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_reimer-tiemann_reaction_1198,1198,Reimer-Tiemann Reaction,Reimer-Tiemann Reaction,Reimer-Tiemann Reaction | Dakin Oxidation | Kolbe-Schmitt Reaction,4.643 | 2.424 | 2.018,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_retro-claisen_reaction_1201,1201,Retro-Claisen Reaction,Retro-Claisen Reaction,Retro-Claisen Reaction | Malonic Ester Synthesis | Claisen Condensation / Claisen Reaction,4.433 | 3.601 | 2.477,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_riley_selenium_dioxide_oxidation_1204,1204,Riley Selenium Dioxide Oxidation,Riley Selenium Dioxide Oxidation,Riley Selenium Dioxide Oxidation | Prilezhaev Reaction | Simmons-Smith Cyclopropanation,1.767 | 1.436 | 1.231,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ring-closing_alkyne_metathesis_1207,1207,Ring-Closing Alkyne Metathesis,Ring-Closing Alkyne Metathesis,Ring-Closing Alkyne Metathesis | Alkyne Metathesis | Dötz Benzannulation Reaction,3.155 | 0.894 | 0.834,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ring-closing_metathesis_1210,1210,Ring-Closing Metathesis,Ring-Closing Metathesis,Ring-Closing Metathesis | Alkene (Olefin) Metathesis | Cope Elimination / Cope Reaction,2.639 | 2.487 | 1.538,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ring-opening_metathesis_1213,1213,Ring-Opening Metathesis,Ring-Opening Metathesis,Ring-Opening Metathesis | Ring-Opening Metathesis Polymerization | Simmons-Smith Reaction,2.471 | 1.062 | 0.432,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ring-opening_metathesis_polymerization_1216,1216,Ring-Opening Metathesis Polymerization,Ring-Opening Metathesis Polymerization,Ring-Opening Metathesis Polymerization | Ring-Opening Metathesis | Wittig Reaction - Schlosser Modification,2.449 | 1.062 | 0.842,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ritter_reaction_1219,1219,Ritter Reaction,Ritter Reaction,Ritter Reaction | Pinacol and Semipinacol Rearrangement | Quasi-Favorskii Rearrangement,3.871 | 1.848 | 1.125,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_robinson_annulation_1222,1222,Robinson Annulation,Robinson Annulation,Robinson Annulation | Enders SAMP/RAMP Hydrazone Alkylation | Eschenmoser Methenylation,2.797 | 2.627 | 2.205,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_roush_asymmetric_allylation_1225,1225,Roush Asymmetric Allylation,Keck Asymmetric Allylation,Keck Asymmetric Allylation | Henry Reaction | Roush Asymmetric Allylation,4.118 | 2.8 | 2.758,False,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_rubottom_oxidation_1228,1228,Rubottom Oxidation,Rubottom Oxidation,Rubottom Oxidation | Saegusa Oxidation | Retro-Claisen Reaction,3.642 | 2.029 | 1.314,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_saegusa_oxidation_1231,1231,Saegusa Oxidation,Saegusa Oxidation,Saegusa Oxidation | Rubottom Oxidation | Riley Selenium Dioxide Oxidation,2.527 | 1.544 | 0.98,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_sakurai_allylation_1234,1234,Sakurai Allylation,Keck Asymmetric Allylation,Keck Asymmetric Allylation | Sakurai Allylation | Henry Reaction,4.118 | 3.274 | 2.8,False,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_sandmeyer_reaction_1237,1237,Sandmeyer Reaction,Sandmeyer Reaction,Sandmeyer Reaction | Balz-Schiemann Reaction (Schiemann Reaction) | Aza-Wittig Reaction,4.489 | 2.472 | 2.463,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_schmidt_reaction_1240,1240,Schmidt Reaction,Schmidt Reaction,Schmidt Reaction | Lieben Haloform Reaction | Mannich Reaction,3.163 | 2.552 | 2.265,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_schotten-baumann_reaction_1243,1243,Schotten-Baumann Reaction,Aza-Wittig Reaction,Aza-Wittig Reaction | Claisen Condensation / Claisen Reaction | Schmidt Reaction,2.968 | 2.345 | 1.342,False,False,False,,False,reaction,,탈카복실화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_schwartz_hydrozirconation_1246,1246,Schwartz Hydrozirconation,Schwartz Hydrozirconation,Schwartz Hydrozirconation | Hofmann Elimination | Wittig Reaction - Schlosser Modification,1.857 | 0.905 | 0.752,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_seyferth-gilbert_homologation_1249,1249,Seyferth-Gilbert Homologation,Corey-Fuchs Alkyne Synthesis,Corey-Fuchs Alkyne Synthesis | Wittig Reaction | Aza-Wittig Reaction,3.516 | 3.047 | 2.88,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_sharpless_asymmetric_aminohydroxylation_1252,1252,Sharpless Asymmetric Aminohydroxylation,Sharpless Asymmetric Aminohydroxylation,Sharpless Asymmetric Aminohydroxylation | Sharpless Asymmetric Dihydroxylation | Prévost Reaction,2.738 | 2.464 | 2.116,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_sharpless_asymmetric_dihydroxylation_1255,1255,Sharpless Asymmetric Dihydroxylation,Sharpless Asymmetric Dihydroxylation,Sharpless Asymmetric Dihydroxylation | Prévost Reaction | Keck Asymmetric Allylation,3.25 | 2.339 | 2.269,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_sharpless_asymmetric_epoxidation_1258,1258,Sharpless Asymmetric Epoxidation,Sharpless Asymmetric Epoxidation,Sharpless Asymmetric Epoxidation | Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement,2.98 | 1.31 | 1.116,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_shi_asymmetric_epoxidation_1261,1261,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation | Jacobsen-Katsuki Epoxidation | Prilezhaev Reaction,2.682 | 2.337 | 2.337,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_simmons-smith_cyclopropanation_1264,1264,Simmons-Smith Cyclopropanation,Furukawa Modification,Furukawa Modification | Simmons-Smith Cyclopropanation | Shi Asymmetric Epoxidation,2.85 | 2.484 | 2.056,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_skraup_and_doebner-miller_quinoline_synthesis_1270,1270,Skraup and Doebner-Miller Quinoline Synthesis,Skraup and Doebner-Miller Quinoline Synthesis,Skraup and Doebner-Miller Quinoline Synthesis | Aza-Wittig Reaction | Sandmeyer Reaction,1.657 | 1.335 | 0.816,True,True,False,,False,reaction,,탈산소화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_smiles_rearrangement_1273,1273,Smiles Rearrangement,Smiles Rearrangement,Smiles Rearrangement | Perkin Reaction | Kornblum Oxidation,3.282 | 1.199 | 1.148,True,True,False,,False,reaction,,,4,Phase 2 broad benchmark — representative reaction per rich family.
broad_smith-tietze_multicomponent_dithiane_linchpin_coupling_1276,1276,Smith-Tietze Multicomponent Dithiane Linchpin Coupling,Smith-Tietze Multicomponent Dithiane Linchpin Coupling,Smith-Tietze Multicomponent Dithiane Linchpin Coupling | Pinacol and Semipinacol Rearrangement | Weinreb Ketone Synthesis,0.854 | 0.413 | 0.36,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_snieckus_directed_ortho_metalation_1279,1279,Snieckus Directed Ortho Metalation,Snieckus Directed Ortho Metalation,Snieckus Directed Ortho Metalation | Vilsmeier-Haack Formylation | Friedel-Crafts Acylation,2.946 | 1.864 | 1.707,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_sommelet-hauser_rearrangement_1282,1282,Sommelet-Hauser Rearrangement,Sommelet-Hauser Rearrangement,Sommelet-Hauser Rearrangement | Eschweiler-Clarke Methylation | Stevens Rearrangement,3.33 | 2.198 | 1.978,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_sonogashira_cross-coupling_1285,1285,Sonogashira Cross-Coupling,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation | Miyaura Boration | Sandmeyer Reaction,1.822 | 1.608 | 1.567,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_staudinger_ketene_cycloaddition_1288,1288,Staudinger Ketene Cycloaddition,Staudinger Ketene Cycloaddition,Staudinger Ketene Cycloaddition | Wittig Reaction | Aza-Wittig Reaction,2.908 | 1.861 | 1.253,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_staudinger_reaction_1291,1291,Staudinger Reaction,Hofmann Rearrangement,Hofmann Rearrangement | Lossen Rearrangement | Friedel-Crafts Alkylation,2.521 | 2.373 | 2.297,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_stephen_aldehyde_synthesis_(stephen_reduction)_1294,1294,Stephen Aldehyde Synthesis (Stephen Reduction),Ley Oxidation,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,3.026 | 3.026 | 3.026,False,False,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_stetter_reaction_1297,1297,Stetter Reaction,Stetter Reaction,Stetter Reaction | Horner-Wadsworth-Emmons Olefination | Perkin Reaction,3.578 | 2.634 | 2.545,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_stevens_rearrangement_1300,1300,Stevens Rearrangement,Stevens Rearrangement,Stevens Rearrangement | Mannich Reaction | Baker-Venkataraman Rearrangement,2.509 | 2.209 | 1.878,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_stille_carbonylative_cross-coupling_1303,1303,Stille Carbonylative Cross-Coupling,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Aza-Wittig Reaction | Corey-Kim Oxidation,3.275 | 2.474 | 2.367,False,False,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_stille_cross-coupling_(migita-kosugi-stille_coupling)_1306,1306,Stille Cross-Coupling (Migita-Kosugi-Stille Coupling),Heck Reaction,Heck Reaction | Wittig Reaction | Tebbe Olefination/Petasis-Tebbe Olefination,2.963 | 2.875 | 2.303,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_stille-kelly_coupling_1309,1309,Stille-Kelly Coupling,Stille-Kelly Coupling,Stille-Kelly Coupling | Pomeranz-Fritsch Reaction | Aza-Wittig Reaction,1.262 | 1.184 | 1.052,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_stobbe_condensation_1312,1312,Stobbe Condensation,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Julia-Lythgoe Olefination | Perkin Reaction,4.855 | 2.997 | 2.762,False,False,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_stork_enamine_synthesis_1315,1315,Stork Enamine Synthesis,Stork Enamine Synthesis,Stork Enamine Synthesis | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation,3.181 | 2.205 | 2.015,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_strecker_reaction_1318,1318,Strecker Reaction,Wittig Reaction,Wittig Reaction | Henry Reaction | Perkin Reaction,2.801 | 2.789 | 2.764,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_suzuki_cross-coupling_(suzuki-miyaura_cross-coupling)_1321,1321,Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling),Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling),Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling) | Suzuki Cross-Coupling | Ullmann Reaction / Coupling / Biaryl Synthesis,7.755 | 4.721 | 4.534,True,True,False,,False,reaction,,커플링,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_swern_oxidation_1327,1327,Swern Oxidation,Ley Oxidation,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,4.388 | 4.388 | 3.403,False,False,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_takai-utimoto_olefination_(takai_reaction)_1330,1330,Takai-Utimoto Olefination (Takai Reaction),Wittig Reaction,Wittig Reaction | Julia-Lythgoe Olefination | Perkin Reaction,3.734 | 3.471 | 3.316,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_tebbe_olefination/petasis-tebbe_olefination_1333,1333,Tebbe Olefination/Petasis-Tebbe Olefination,Tebbe Olefination/Petasis-Tebbe Olefination,Tebbe Olefination/Petasis-Tebbe Olefination | Noyori Asymmetric Hydrogenation | Wittig Reaction,3.004 | 2.086 | 1.901,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_tishchenko_reaction_1336,1336,Tishchenko Reaction,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Perkin Reaction | Stetter Reaction,2.726 | 2.563 | 2.545,False,False,False,,False,reaction,,산화 | ester/lactone 삽입형 산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_tsuji-trost_reaction_/_allylation_1339,1339,Tsuji-Trost Reaction / Allylation,Tsuji-Trost Reaction / Allylation,Tsuji-Trost Reaction / Allylation | Malonic Ester Synthesis | Acetoacetic Ester Synthesis,3.97 | 2.919 | 2.866,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_tsuji-wilkinson_decarbonylation_reaction_1342,1342,Tsuji-Wilkinson Decarbonylation Reaction,Julia-Lythgoe Olefination,Julia-Lythgoe Olefination | Wittig Reaction | Aza-Wittig Reaction,2.29 | 2.171 | 2.037,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ugi_multicomponent_reaction_1345,1345,Ugi Multicomponent Reaction,Aza-Wittig Reaction,Aza-Wittig Reaction | Horner-Wadsworth-Emmons Olefination | Aldol Reaction,3.221 | 2.608 | 1.693,False,False,False,,False,reaction,,탈산소화 | 탈카복실화 | 다성분 축합,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ullmann_biaryl_ether_and_biaryl_amine_synthesis_/_condensation_1348,1348,Ullmann Biaryl Ether and Biaryl Amine Synthesis / Condensation,Aza-Wittig Reaction,Aza-Wittig Reaction | Claisen Condensation / Claisen Reaction | Ullmann Reaction / Coupling / Biaryl Synthesis,3.767 | 1.611 | 1.559,False,False,False,,False,reaction,,커플링 | 탈산소화,2,Phase 2 broad benchmark — representative reaction per rich family.
broad_ullmann_reaction_/_coupling_/_biaryl_synthesis_1351,1351,Ullmann Reaction / Coupling / Biaryl Synthesis,Wittig Reaction,Wittig Reaction | Aza-Wittig Reaction | Miyaura Boration,2.674 | 2.598 | 2.526,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_vilsmeier-haack_formylation_1354,1354,Vilsmeier-Haack Formylation,Vilsmeier-Haack Formylation,Vilsmeier-Haack Formylation | Snieckus Directed Ortho Metalation | Gattermann and Gattermann-Koch Formylation,2.532 | 2.221 | 1.763,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_vinylcyclopropane-cyclopentene_rearrangement_1357,1357,Vinylcyclopropane-Cyclopentene Rearrangement,Vinylcyclopropane-Cyclopentene Rearrangement,Vinylcyclopropane-Cyclopentene Rearrangement | Ring-Closing Metathesis | Cope Elimination / Cope Reaction,2.883 | 1.835 | 1.199,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wacker_oxidation_1360,1360,Wacker Oxidation,Wacker Oxidation,Wacker Oxidation | Brown Hydroboration Reaction | Jones Oxidation,2.4 | 1.3 | 1.211,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wagner-meerwein_rearrangement_1363,1363,Wagner-Meerwein Rearrangement,Wagner-Meerwein Rearrangement,Wagner-Meerwein Rearrangement | Pinacol and Semipinacol Rearrangement | Ritter Reaction,2.795 | 2.085 | 1.534,True,True,False,,False,reaction,,탈수,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_weinreb_ketone_synthesis_1366,1366,Weinreb Ketone Synthesis,Snieckus Directed Ortho Metalation,Snieckus Directed Ortho Metalation | Friedel-Crafts Acylation | Lieben Haloform Reaction,2.927 | 2.8 | 2.703,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wharton_fragmentation_1369,1369,Wharton Fragmentation,Wharton Fragmentation,Wharton Fragmentation | Criegee Oxidation | Claisen Rearrangement,2.321 | 1.114 | 0.892,True,True,False,,False,reaction,,산화 | 탈수,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wharton_olefin_synthesis_(wharton_transposition)_1372,1372,Wharton Olefin Synthesis (Wharton Transposition),Wharton Olefin Synthesis (Wharton Transposition),Wharton Olefin Synthesis (Wharton Transposition) | Luche Reduction | Favorskii Rearrangement,2.482 | 1.26 | 0.853,True,True,False,,False,reaction,,환원,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_williamson_ether_synthesis_1375,1375,Williamson Ether Synthesis,Williamson Ether Synthesis,Williamson Ether Synthesis | Wolff-Kishner Reduction | Clemmensen Reduction,2.83 | 1.883 | 1.717,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wittig_reaction_466,466,Wittig Reaction,Wittig Reaction,Wittig Reaction | Aza-Wittig Reaction | Julia-Lythgoe Olefination,8.208 | 5.065 | 3.636,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wittig_reaction_-_schlosser_modification_1381,1381,Wittig Reaction - Schlosser Modification,Julia-Lythgoe Olefination,Julia-Lythgoe Olefination | Horner-Wadsworth-Emmons Olefination | Wittig Reaction,4.744 | 3.129 | 3.112,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
"broad_wittig-[1,2]-_and_[2,3]-rearrangement_1384",1384,"Wittig-[1,2]- and [2,3]-Rearrangement",Noyori Asymmetric Hydrogenation,"Noyori Asymmetric Hydrogenation | Wittig-[1,2]- and [2,3]-Rearrangement | Corey-Bakshi-Shibata Reduction (CBS Reduction)",3.006 | 2.853 | 2.822,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wohl-ziegler_bromination_1387,1387,Wohl-Ziegler Bromination,Wohl-Ziegler Bromination,Wohl-Ziegler Bromination | Aza-Wittig Reaction | Clemmensen Reduction,2.515 | 2.203 | 2.195,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wolff_rearrangement_1390,1390,Wolff Rearrangement,Wolff Rearrangement,Wolff Rearrangement | Wittig Reaction | Lossen Rearrangement,2.921 | 2.556 | 1.824,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wolff-kishner_reduction_1393,1393,Wolff-Kishner Reduction,Wolff-Kishner Reduction,Wolff-Kishner Reduction | Clemmensen Reduction | Noyori Asymmetric Hydrogenation,4.419 | 4.347 | 2.869,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_wurtz_coupling_1396,1396,Wurtz Coupling,Tsuji-Wilkinson Decarbonylation Reaction,Tsuji-Wilkinson Decarbonylation Reaction | Finkelstein Reaction | Gabriel Synthesis,1.723 | 1.54 | 1.305,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_yamaguchi_macrolactonization_1399,1399,Yamaguchi Macrolactonization,Corey-Nicolaou Macrolactonization,Corey-Nicolaou Macrolactonization | Keck Macrolactonization | Yamaguchi Macrolactonization,1.782 | 1.782 | 1.782,False,True,False,,False,reaction,,산화 | 탈카복실화 | ester/lactone 삽입형 산화,3,Phase 2 broad benchmark — representative reaction per rich family.
broad_von_pechmann_reaction_1402,1402,von Pechmann Reaction,Acetoacetic Ester Synthesis,Acetoacetic Ester Synthesis | Claisen Condensation / Claisen Reaction | Regitz Diazo Transfer,2.304 | 1.496 | 1.116,False,False,False,,False,reaction,,탈산소화,1,Phase 2 broad benchmark — representative reaction per rich family.
