case_id,expected_family,top1_family,top3_families,top3_scores,top5_families,hit_at_1,hit_at_3,hit_at_5,no_confident_hit,source_extract_id,source_kind,error
cov_kulinkovich_reaction_1031,Kulinkovich Reaction,Kulinkovich Reaction,Kulinkovich Reaction | Lieben Haloform Reaction | Noyori Asymmetric Hydrogenation,2.337 | 1.922 | 1.86,Kulinkovich Reaction | Lieben Haloform Reaction | Noyori Asymmetric Hydrogenation | Hofmann Rearrangement | Claisen Condensation / Claisen Reaction,True,True,True,False,1031,application_example,
cov_kulinovich_reaction_1033,Kulinovich Reaction,Kulinovich Reaction,Kulinovich Reaction | Claisen Condensation / Claisen Reaction | Kulinkovich Reaction,3.113 | 1.149 | 1.11,Kulinovich Reaction | Claisen Condensation / Claisen Reaction | Kulinkovich Reaction | Tsuji-Trost Reaction / Allylation | Retro-Claisen Reaction,True,True,True,False,1033,application_example,
cov_kulinovich_reaction_1034,Kulinovich Reaction,Kulinovich Reaction,Kulinovich Reaction | Kulinkovich Reaction | Acyloin Condensation,3.144 | 1.346 | 1.268,Kulinovich Reaction | Kulinkovich Reaction | Acyloin Condensation | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Retro-Claisen Reaction,True,True,True,False,1034,application_example,
cov_kumada_cross-coupling_956,Kumada Cross-Coupling,Wolff-Kishner Reduction,Wolff-Kishner Reduction | Clemmensen Reduction | Eschweiler-Clarke Methylation,3.289 | 3.128 | 2.206,Wolff-Kishner Reduction | Clemmensen Reduction | Eschweiler-Clarke Methylation | Aza-Wittig Reaction | Heck Reaction,False,False,False,False,956,application_example,
cov_kumada_cross-coupling_957,Kumada Cross-Coupling,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Arndt-Eistert Homologation / Synthesis | Pinner Reaction,1.747 | 1.746 | 1.73,Friedel-Crafts Acylation | Arndt-Eistert Homologation / Synthesis | Pinner Reaction | Julia-Lythgoe Olefination | Swern Oxidation,False,False,False,False,957,application_example,
cov_larock_indole_synthesis_1036,Larock Indole Synthesis,Ullmann Reaction / Coupling / Biaryl Synthesis,Ullmann Reaction / Coupling / Biaryl Synthesis | Larock Indole Synthesis | Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling),1.908 | 1.262 | 0.999,Ullmann Reaction / Coupling / Biaryl Synthesis | Larock Indole Synthesis | Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling) | Stille Cross-Coupling (Migita-Kosugi-Stille Coupling) | Buchwald-Hartwig Cross-Coupling,False,True,True,False,1036,application_example,
cov_larock_indole_synthesis_1037,Larock Indole Synthesis,Larock Indole Synthesis,Larock Indole Synthesis | Ullmann Reaction / Coupling / Biaryl Synthesis | Stille Cross-Coupling (Migita-Kosugi-Stille Coupling),1.262 | 0.888 | 0.608,Larock Indole Synthesis | Ullmann Reaction / Coupling / Biaryl Synthesis | Stille Cross-Coupling (Migita-Kosugi-Stille Coupling) | Buchwald-Hartwig Cross-Coupling | Kumada Cross-Coupling,True,True,True,False,1037,application_example,
cov_ley_oxidation_958,Ley Oxidation,Ley Oxidation,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,4.388 | 4.388 | 3.403,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation | Wittig Reaction | Dess-Martin Oxidation,True,True,True,False,958,application_example,
cov_ley_oxidation_959,Ley Oxidation,Jones Oxidation,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,4.118 | 3.3 | 2.816,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement | Ley Oxidation | Oppenauer Oxidation,False,False,True,False,959,application_example,
cov_lieben_haloform_reaction_960,Lieben Haloform Reaction,Lieben Haloform Reaction,Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation,3.852 | 3.309 | 3.018,Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation | Wolff-Kishner Reduction | Schmidt Reaction,True,True,True,False,960,application_example,
cov_lieben_haloform_reaction_961,Lieben Haloform Reaction,Retro-Claisen Reaction,Retro-Claisen Reaction | Lieben Haloform Reaction | Pinnick Oxidation,2.349 | 1.848 | 1.756,Retro-Claisen Reaction | Lieben Haloform Reaction | Pinnick Oxidation | Claisen Condensation / Claisen Reaction | Hell-Volhard-Zelinsky Reaction,False,True,True,False,961,application_example,
cov_lossen_rearrangement_962,Lossen Rearrangement,Lossen Rearrangement,Lossen Rearrangement | Curtius Rearrangement | Wittig Reaction,4.189 | 2.318 | 2.095,Lossen Rearrangement | Curtius Rearrangement | Wittig Reaction | Lieben Haloform Reaction | Hofmann Rearrangement,True,True,True,False,962,application_example,
cov_lossen_rearrangement_963,Lossen Rearrangement,Lossen Rearrangement,Lossen Rearrangement | Eschenmoser-Tanabe Fragmentation | Hunsdiecker Reaction,3.229 | 1.316 | 1.198,Lossen Rearrangement | Eschenmoser-Tanabe Fragmentation | Hunsdiecker Reaction | Friedel-Crafts Alkylation | Curtius Rearrangement,True,True,True,False,963,application_example,
cov_luche_reduction_964,Luche Reduction,Luche Reduction,Luche Reduction | Birch Reduction | Nagata Hydrocyanation,2.696 | 1.454 | 1.421,Luche Reduction | Birch Reduction | Nagata Hydrocyanation | Danheiser Cyclopentene Annulation | Cope Elimination / Cope Reaction,True,True,True,False,964,application_example,
cov_luche_reduction_965,Luche Reduction,Luche Reduction,Luche Reduction | Perkin Reaction | Sharpless Asymmetric Dihydroxylation,2.589 | 2.24 | 2.155,Luche Reduction | Perkin Reaction | Sharpless Asymmetric Dihydroxylation | Julia-Lythgoe Olefination | Horner-Wadsworth-Emmons Olefination,True,True,True,False,965,application_example,
cov_madelung_indole_synthesis_1039,Madelung Indole Synthesis,Madelung Indole Synthesis,Madelung Indole Synthesis | Fischer Indole Synthesis | Bartoli Indole Synthesis,3.155 | 1.248 | 1.003,Madelung Indole Synthesis | Fischer Indole Synthesis | Bartoli Indole Synthesis | Lieben Haloform Reaction | Claisen Condensation / Claisen Reaction,True,True,True,False,1039,application_example,
cov_madelung_indole_synthesis_1040,Madelung Indole Synthesis,Madelung Indole Synthesis,Madelung Indole Synthesis | Claisen Condensation / Claisen Reaction | Lieben Haloform Reaction,3.137 | 0.948 | 0.937,Madelung Indole Synthesis | Claisen Condensation / Claisen Reaction | Lieben Haloform Reaction | Mannich Reaction | Kröhnke Pyridine Synthesis,True,True,True,False,1040,application_example,
cov_malonic_ester_synthesis_1042,Malonic Ester Synthesis,Malonic Ester Synthesis,Malonic Ester Synthesis | Retro-Claisen Reaction | Claisen Condensation / Claisen Reaction,3.642 | 1.693 | 1.686,Malonic Ester Synthesis | Retro-Claisen Reaction | Claisen Condensation / Claisen Reaction | Arndt-Eistert Homologation / Synthesis | Kulinkovich Reaction,True,True,True,False,1042,application_example,
cov_malonic_ester_synthesis_1043,Malonic Ester Synthesis,Malonic Ester Synthesis,Malonic Ester Synthesis | Retro-Claisen Reaction | Claisen Condensation / Claisen Reaction,3.564 | 1.658 | 1.551,Malonic Ester Synthesis | Retro-Claisen Reaction | Claisen Condensation / Claisen Reaction | Kulinkovich Reaction | Arndt-Eistert Homologation / Synthesis,True,True,True,False,1043,application_example,
cov_mannich_reaction_966,Mannich Reaction,Mannich Reaction,Mannich Reaction | Lieben Haloform Reaction | Wolff-Kishner Reduction,3.92 | 3.256 | 2.899,Mannich Reaction | Lieben Haloform Reaction | Wolff-Kishner Reduction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction),True,True,True,False,966,application_example,
cov_mannich_reaction_967,Mannich Reaction,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation | Mannich Reaction | Eschenmoser Methenylation,3.156 | 2.478 | 2.35,Enders SAMP/RAMP Hydrazone Alkylation | Mannich Reaction | Eschenmoser Methenylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction,False,True,True,False,967,application_example,
cov_mcmurry_coupling_1045,McMurry Coupling,Lieben Haloform Reaction,Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation,3.363 | 3.194 | 3.151,Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation | Wolff-Kishner Reduction | Corey-Bakshi-Shibata Reduction (CBS Reduction),False,False,False,False,1045,application_example,
cov_mcmurry_coupling_1046,McMurry Coupling,Wittig Reaction,Wittig Reaction | Julia-Lythgoe Olefination | Perkin Reaction,4.17 | 3.929 | 3.423,Wittig Reaction | Julia-Lythgoe Olefination | Perkin Reaction | Horner-Wadsworth-Emmons Olefination | Corey-Winter Olefination,False,False,False,False,1046,application_example,
cov_meerwein_arylation_1048,Meerwein Arylation,Meerwein Arylation,Meerwein Arylation | Heck Reaction | Claisen Condensation / Claisen Reaction,2.249 | 2.187 | 1.698,Meerwein Arylation | Heck Reaction | Claisen Condensation / Claisen Reaction | Baylis-Hillman Reaction | Stetter Reaction,True,True,True,False,1048,application_example,
cov_meerwein_arylation_1049,Meerwein Arylation,Meerwein Arylation,Meerwein Arylation | Michael Addition Reaction | Diels-Alder Cycloaddition,2.387 | 1.05 | 1.018,Meerwein Arylation | Michael Addition Reaction | Diels-Alder Cycloaddition | Sandmeyer Reaction | Cannizzaro Reaction,True,True,True,False,1049,application_example,
cov_meerwein-ponndorf-verley_reduction_1051,Meerwein-Ponndorf-Verley Reduction,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,4.69 | 4.054 | 3.564,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction | Mitsunobu Reaction | Lieben Haloform Reaction,False,False,False,False,1051,application_example,
cov_meerwein-ponndorf-verley_reduction_1052,Meerwein-Ponndorf-Verley Reduction,Meerwein-Ponndorf-Verley Reduction,Meerwein-Ponndorf-Verley Reduction | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation,4.118 | 2.205 | 2.015,Meerwein-Ponndorf-Verley Reduction | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation | Stork Enamine Synthesis | Wharton Olefin Synthesis (Wharton Transposition),True,True,True,False,1052,application_example,
cov_meisenheimer_rearrangement_1054,Meisenheimer Rearrangement,Meisenheimer Rearrangement,Meisenheimer Rearrangement | Eschweiler-Clarke Methylation | Stevens Rearrangement,3.363 | 2.322 | 2.06,Meisenheimer Rearrangement | Eschweiler-Clarke Methylation | Stevens Rearrangement | Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Wolff-Kishner Reduction,True,True,True,False,1054,application_example,
cov_meisenheimer_rearrangement_1055,Meisenheimer Rearrangement,Meisenheimer Rearrangement,Meisenheimer Rearrangement | Sakurai Allylation | Johnson-Claisen Rearrangement,2.991 | 1.354 | 1.262,Meisenheimer Rearrangement | Sakurai Allylation | Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement | Polonovski Reaction,True,True,True,False,1055,application_example,
cov_meyer-schuster_and_rupe_rearrangement_1057,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement | Riley Selenium Dioxide Oxidation | Schwartz Hydrozirconation,1.914 | 0.698 | 0.63,Meyer-Schuster and Rupe Rearrangement | Riley Selenium Dioxide Oxidation | Schwartz Hydrozirconation | Grob Fragmentation | Saegusa Oxidation,True,True,True,False,1057,application_example,
cov_meyer-schuster_and_rupe_rearrangement_1058,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement | Corey-Winter Olefination | Heck Reaction,2.337 | 2.113 | 1.796,Meyer-Schuster and Rupe Rearrangement | Corey-Winter Olefination | Heck Reaction | Ley Oxidation | Corey-Kim Oxidation,True,True,True,False,1058,application_example,
cov_michael_addition_reaction_1060,Michael Addition Reaction,Malonic Ester Synthesis,Malonic Ester Synthesis | Michael Addition Reaction | Retro-Claisen Reaction,2.981 | 2.545 | 2.453,Malonic Ester Synthesis | Michael Addition Reaction | Retro-Claisen Reaction | Acetoacetic Ester Synthesis | Regitz Diazo Transfer,False,True,True,False,1060,application_example,
cov_michael_addition_reaction_1061,Michael Addition Reaction,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation | Michael Addition Reaction | Eschenmoser Methenylation,2.858 | 2.337 | 2.205,Enders SAMP/RAMP Hydrazone Alkylation | Michael Addition Reaction | Eschenmoser Methenylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction,False,True,True,False,1061,application_example,
cov_midland_alpine_borane_reduction_1063,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction | Nicholas Reaction | Robinson Annulation,1.842 | 0.735 | 0.568,Midland Alpine Borane Reduction | Nicholas Reaction | Robinson Annulation | Schmidt Reaction | Riley Selenium Dioxide Oxidation,True,True,True,False,1063,application_example,
cov_midland_alpine_borane_reduction_1064,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction),3.154 | 2.015 | 1.954,Midland Alpine Borane Reduction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Nicholas Reaction | Mitsunobu Reaction,True,True,True,False,1064,application_example,
cov_minisci_reaction_1066,Minisci Reaction,Minisci Reaction,Minisci Reaction | Chichibabin Amination Reaction (Chichibabin Reaction) | Baker-Venkataraman Rearrangement,2.637 | 1.67 | 0.744,Minisci Reaction | Chichibabin Amination Reaction (Chichibabin Reaction) | Baker-Venkataraman Rearrangement | Pomeranz-Fritsch Reaction | Friedel-Crafts Alkylation,True,True,True,False,1066,application_example,
cov_minisci_reaction_1067,Minisci Reaction,Minisci Reaction,Minisci Reaction | Chichibabin Amination Reaction (Chichibabin Reaction) | Skraup and Doebner-Miller Quinoline Synthesis,2.699 | 1.996 | 1.11,Minisci Reaction | Chichibabin Amination Reaction (Chichibabin Reaction) | Skraup and Doebner-Miller Quinoline Synthesis | Pomeranz-Fritsch Reaction | Bartoli Indole Synthesis,True,True,True,False,1067,application_example,
cov_mislow-evans_rearrangement_1069,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement | Aldol Reaction | Oppenauer Oxidation,2.337 | 0.902 | 0.868,Mislow-Evans Rearrangement | Aldol Reaction | Oppenauer Oxidation | Rubottom Oxidation | Carroll Rearrangement (Kimel-Cope Rearrangement),True,True,True,False,1069,application_example,
cov_mislow-evans_rearrangement_1070,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement | Wittig Reaction | Aza-Wittig Reaction,2.907 | 1.988 | 1.556,Mislow-Evans Rearrangement | Wittig Reaction | Aza-Wittig Reaction | Corey-Fuchs Alkyne Synthesis | Heck Reaction,True,True,True,False,1070,application_example,
cov_mitsunobu_reaction_1072,Mitsunobu Reaction,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction | Baeyer-Villiger Oxidation | Baeyer-Villiger Oxidation/Rearrangement,2.652 | 2.458 | 2.274,Claisen Condensation / Claisen Reaction | Baeyer-Villiger Oxidation | Baeyer-Villiger Oxidation/Rearrangement | Aza-Wittig Reaction | Aldol Reaction,False,False,False,False,1072,application_example,
cov_mitsunobu_reaction_1073,Mitsunobu Reaction,Barton-McCombie Radical Deoxygenation Reaction,Barton-McCombie Radical Deoxygenation Reaction | Eschweiler-Clarke Methylation | Arbuzov Reaction (Michaelis-Arbuzov Reaction),1.273 | 0.709 | 0.632,Barton-McCombie Radical Deoxygenation Reaction | Eschweiler-Clarke Methylation | Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Fleming-Tamao Oxidation | Claisen Condensation / Claisen Reaction,False,False,False,False,1073,application_example,
cov_miyaura_boration_1075,Miyaura Boration,Miyaura Boration,Miyaura Boration | Aza-Wittig Reaction | Heck Reaction,2.891 | 2.312 | 2.051,Miyaura Boration | Aza-Wittig Reaction | Heck Reaction | Sandmeyer Reaction | Wittig Reaction,True,True,True,False,1075,application_example,
cov_miyaura_boration_1076,Miyaura Boration,Miyaura Boration,Miyaura Boration | Friedel-Crafts Alkylation | Eschenmoser-Tanabe Fragmentation,3.06 | 1.423 | 1.354,Miyaura Boration | Friedel-Crafts Alkylation | Eschenmoser-Tanabe Fragmentation | Sandmeyer Reaction | Hunsdiecker Reaction,True,True,True,False,1076,application_example,
cov_mukaiyama_aldol_reaction_1078,Mukaiyama Aldol Reaction,Perkin Reaction,Perkin Reaction | Stetter Reaction | Keck Asymmetric Allylation,3.587 | 3.125 | 2.886,Perkin Reaction | Stetter Reaction | Keck Asymmetric Allylation | Henry Reaction | Horner-Wadsworth-Emmons Olefination,False,False,False,False,1078,application_example,
cov_mukaiyama_aldol_reaction_1079,Mukaiyama Aldol Reaction,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Wolff-Kishner Reduction | Corey-Bakshi-Shibata Reduction (CBS Reduction),2.771 | 2.706 | 2.634,Noyori Asymmetric Hydrogenation | Wolff-Kishner Reduction | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Clemmensen Reduction | Henry Reaction,False,False,False,False,1079,application_example,
cov_myers_asymmetric_alkylation_1081,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation | Mannich Reaction | Wolff-Kishner Reduction,3.503 | 0.809 | 0.745,Myers Asymmetric Alkylation | Mannich Reaction | Wolff-Kishner Reduction | Clemmensen Reduction | Noyori Asymmetric Hydrogenation,True,True,True,False,1081,application_example,
cov_myers_asymmetric_alkylation_1082,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation,"Myers Asymmetric Alkylation | Claisen-Ireland Rearrangement | Aza-[2,3]-Wittig Rearrangement",3.534 | 0.731 | 0.705,"Myers Asymmetric Alkylation | Claisen-Ireland Rearrangement | Aza-[2,3]-Wittig Rearrangement | Roush Asymmetric Allylation | Eschenmoser-Claisen Rearrangement",True,True,True,False,1082,application_example,
cov_nagata_hydrocyanation_1084,Nagata Hydrocyanation,Nagata Hydrocyanation,Nagata Hydrocyanation | Luche Reduction | Stork Enamine Synthesis,3.194 | 1.421 | 1.302,Nagata Hydrocyanation | Luche Reduction | Stork Enamine Synthesis | Enders SAMP/RAMP Hydrazone Alkylation | Danheiser Cyclopentene Annulation,True,True,True,False,1084,application_example,
cov_nagata_hydrocyanation_1085,Nagata Hydrocyanation,Nagata Hydrocyanation,Nagata Hydrocyanation | Horner-Wadsworth-Emmons Olefination | Krapcho Dealkoxycarbonylation (Krapcho Reaction),2.524 | 1.794 | 1.736,Nagata Hydrocyanation | Horner-Wadsworth-Emmons Olefination | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Retro-Claisen Reaction | Regitz Diazo Transfer,True,True,True,False,1085,application_example,
cov_nazarov_cyclization_1087,Nazarov Cyclization,Nazarov Cyclization,Nazarov Cyclization | Perkin Reaction | Wittig Reaction,2.974 | 1.671 | 1.436,Nazarov Cyclization | Perkin Reaction | Wittig Reaction | Pinnick Oxidation | Stetter Reaction,True,True,True,False,1087,application_example,
cov_nazarov_cyclization_1088,Nazarov Cyclization,Nazarov Cyclization,Nazarov Cyclization | Enders SAMP/RAMP Hydrazone Alkylation | Robinson Annulation,2.337 | 0.81 | 0.766,Nazarov Cyclization | Enders SAMP/RAMP Hydrazone Alkylation | Robinson Annulation | Paal-Knorr Furan Synthesis | Aldol Reaction,True,True,True,False,1088,application_example,
cov_neber_rearrangement_1090,Neber Rearrangement,Neber Rearrangement,Neber Rearrangement | Wolff-Kishner Reduction | Clemmensen Reduction,2.92 | 1.653 | 1.634,Neber Rearrangement | Wolff-Kishner Reduction | Clemmensen Reduction | Noyori Asymmetric Hydrogenation | Eschweiler-Clarke Methylation,True,True,True,False,1090,application_example,
cov_neber_rearrangement_1091,Neber Rearrangement,Neber Rearrangement,Neber Rearrangement | Lieben Haloform Reaction | Mannich Reaction,3.283 | 2.101 | 2.025,Neber Rearrangement | Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction),True,True,True,False,1091,application_example,
cov_nef_reaction_1093,Nef Reaction,Nef Reaction,Nef Reaction | Henry Reaction | Wacker Oxidation,2.312 | 0.883 | 0.458,Nef Reaction | Henry Reaction | Wacker Oxidation | Riley Selenium Dioxide Oxidation | Stephen Aldehyde Synthesis (Stephen Reduction),True,True,True,False,1093,application_example,
cov_nef_reaction_1094,Nef Reaction,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Corey-Kim Oxidation | Nef Reaction,2.718 | 2.561 | 2.492,Friedel-Crafts Acylation | Corey-Kim Oxidation | Nef Reaction | Mitsunobu Reaction | Lieben Haloform Reaction,False,True,True,False,1094,application_example,
cov_negishi_cross-coupling_1096,Negishi Cross-Coupling,Aza-Wittig Reaction,Aza-Wittig Reaction | Wittig Reaction | Wolff-Kishner Reduction,2.463 | 2.383 | 2.291,Aza-Wittig Reaction | Wittig Reaction | Wolff-Kishner Reduction | Heck Reaction | Miyaura Boration,False,False,False,False,1096,application_example,
cov_negishi_cross-coupling_1097,Negishi Cross-Coupling,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation | Miyaura Boration | Eschenmoser-Tanabe Fragmentation,1.673 | 1.351 | 1.286,Friedel-Crafts Alkylation | Miyaura Boration | Eschenmoser-Tanabe Fragmentation | Wolff-Kishner Reduction | Sandmeyer Reaction,False,False,False,False,1097,application_example,
cov_nenitzescu_indole_synthesis_1099,Nenitzescu Indole Synthesis,Nenitzescu Indole Synthesis,Nenitzescu Indole Synthesis | Claisen Condensation / Claisen Reaction | Aldol Reaction,1.291 | 0.634 | 0.521,Nenitzescu Indole Synthesis | Claisen Condensation / Claisen Reaction | Aldol Reaction | Dienone-Phenol Rearrangement | Stobbe Condensation,True,True,True,False,1099,application_example,
cov_nenitzescu_indole_synthesis_1100,Nenitzescu Indole Synthesis,Knorr Pyrrole Synthesis,Knorr Pyrrole Synthesis | Hantzsch Dihydropyridine Synthesis | Feist-Bénary Furan Synthesis,2.583 | 1.856 | 1.838,Knorr Pyrrole Synthesis | Hantzsch Dihydropyridine Synthesis | Feist-Bénary Furan Synthesis | Knoevenagel Condensation | Nenitzescu Indole Synthesis,False,False,True,False,1100,application_example,
cov_nicholas_reaction_1102,Nicholas Reaction,Barton-McCombie Radical Deoxygenation Reaction,Barton-McCombie Radical Deoxygenation Reaction | Alkyne Metathesis | Nicholas Reaction,1.509 | 1.279 | 1.254,Barton-McCombie Radical Deoxygenation Reaction | Alkyne Metathesis | Nicholas Reaction | Midland Alpine Borane Reduction | Wolff-Kishner Reduction,False,True,True,False,1102,application_example,
cov_nicholas_reaction_1103,Nicholas Reaction,Barton-McCombie Radical Deoxygenation Reaction,Barton-McCombie Radical Deoxygenation Reaction | Nicholas Reaction | Alkyne Metathesis,1.593 | 1.209 | 1.082,Barton-McCombie Radical Deoxygenation Reaction | Nicholas Reaction | Alkyne Metathesis | Midland Alpine Borane Reduction | Wolff-Kishner Reduction,False,True,True,False,1103,application_example,
cov_noyori_asymmetric_hydrogenation_1105,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,4.69 | 4.054 | 3.564,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction | Mitsunobu Reaction | Lieben Haloform Reaction,True,True,True,False,1105,application_example,
cov_noyori_asymmetric_hydrogenation_1106,Noyori Asymmetric Hydrogenation,Acetoacetic Ester Synthesis,Acetoacetic Ester Synthesis | Claisen Condensation / Claisen Reaction | Noyori Asymmetric Hydrogenation,3.213 | 3.041 | 2.581,Acetoacetic Ester Synthesis | Claisen Condensation / Claisen Reaction | Noyori Asymmetric Hydrogenation | Baylis-Hillman Reaction | Krapcho Dealkoxycarbonylation (Krapcho Reaction),False,True,True,False,1106,application_example,
cov_nozaki-hiyama-kishi_reaction_1108,Nozaki-Hiyama-Kishi Reaction,Julia-Lythgoe Olefination,Julia-Lythgoe Olefination | Wittig Reaction | Perkin Reaction,4.165 | 4.124 | 4.031,Julia-Lythgoe Olefination | Wittig Reaction | Perkin Reaction | Horner-Wadsworth-Emmons Olefination | Keck Asymmetric Allylation,False,False,False,False,1108,application_example,
cov_nozaki-hiyama-kishi_reaction_1109,Nozaki-Hiyama-Kishi Reaction,Keck Asymmetric Allylation,Keck Asymmetric Allylation | Seyferth-Gilbert Homologation | Horner-Wadsworth-Emmons Olefination,2.472 | 1.994 | 1.644,Keck Asymmetric Allylation | Seyferth-Gilbert Homologation | Horner-Wadsworth-Emmons Olefination | Keck Radical Allylation | Takai-Utimoto Olefination (Takai Reaction),False,False,False,False,1109,application_example,
cov_oppenauer_oxidation_1111,Oppenauer Oxidation,Mitsunobu Reaction,Mitsunobu Reaction | Corey-Kim Oxidation | Friedel-Crafts Acylation,3.431 | 3.407 | 2.746,Mitsunobu Reaction | Corey-Kim Oxidation | Friedel-Crafts Acylation | Dess-Martin Oxidation | Oppenauer Oxidation,False,False,True,False,1111,application_example,
cov_oppenauer_oxidation_1112,Oppenauer Oxidation,Jones Oxidation,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,4.118 | 3.3 | 2.816,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement | Ley Oxidation | Oppenauer Oxidation,False,False,True,False,1112,application_example,
cov_overman_rearrangement_1114,Overman Rearrangement,Overman Rearrangement,Overman Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation,3.264 | 1.136 | 0.957,Overman Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation | Claisen-Ireland Rearrangement | Johnson-Claisen Rearrangement,True,True,True,False,1114,application_example,
cov_overman_rearrangement_1115,Overman Rearrangement,Overman Rearrangement,Overman Rearrangement | Schotten-Baumann Reaction | Eschenmoser-Claisen Rearrangement,3.279 | 0.497 | 0.45,Overman Rearrangement | Schotten-Baumann Reaction | Eschenmoser-Claisen Rearrangement | Cope Rearrangement | De Mayo Cycloaddition,True,True,True,False,1115,application_example,
cov_oxy-cope_rearrangement_and_anionic_oxy-cope_rearrangement_1117,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement | Johnson-Claisen Rearrangement | Wittig Reaction - Schlosser Modification,2.845 | 1.321 | 0.998,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement | Johnson-Claisen Rearrangement | Wittig Reaction - Schlosser Modification | Eschenmoser-Claisen Rearrangement | Retro-Claisen Reaction,True,True,True,False,1117,application_example,
