case_id,expected_family,top1_family,top3_families,top3_scores,top5_families,hit_at_1,hit_at_3,hit_at_5,no_confident_hit,source_extract_id,source_kind,error
cov_kulinkovich_reaction_1030,Kulinkovich Reaction,Kulinkovich Reaction,Kulinkovich Reaction | Kulinovich Reaction | Malonic Ester Synthesis,3.045 | 1.643 | 1.384,Kulinkovich Reaction | Kulinovich Reaction | Malonic Ester Synthesis | Acyloin Condensation | Regitz Diazo Transfer,True,True,True,False,1030,application_example,
cov_kulinkovich_reaction_1031,Kulinkovich Reaction,Kulinkovich Reaction,Kulinkovich Reaction | Lieben Haloform Reaction | Noyori Asymmetric Hydrogenation,2.337 | 1.922 | 1.86,Kulinkovich Reaction | Lieben Haloform Reaction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,True,True,True,False,1031,application_example,
cov_kulinovich_reaction_1033,Kulinovich Reaction,Kulinovich Reaction,Kulinovich Reaction | Kulinkovich Reaction | Malonic Ester Synthesis,3.113 | 1.11 | 0.778,Kulinovich Reaction | Kulinkovich Reaction | Malonic Ester Synthesis | Acyloin Condensation | Tsuji-Trost Reaction / Allylation,True,True,True,False,1033,application_example,
cov_kulinovich_reaction_1034,Kulinovich Reaction,Kulinovich Reaction,Kulinovich Reaction | Kulinkovich Reaction | Acyloin Condensation,3.144 | 1.346 | 1.268,Kulinovich Reaction | Kulinkovich Reaction | Acyloin Condensation | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Tsuji-Trost Reaction / Allylation,True,True,True,False,1034,application_example,
cov_kumada_cross-coupling_956,Kumada Cross-Coupling,Clemmensen Reduction,Clemmensen Reduction | Eschweiler-Clarke Methylation | Arbuzov Reaction (Michaelis-Arbuzov Reaction),3.128 | 2.206 | 1.779,Clemmensen Reduction | Eschweiler-Clarke Methylation | Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Fleming-Tamao Oxidation | Grignard Reaction,False,False,False,False,956,application_example,
cov_kumada_cross-coupling_957,Kumada Cross-Coupling,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Pinner Reaction | Gattermann and Gattermann-Koch Formylation,1.747 | 1.73 | 1.397,Friedel-Crafts Acylation | Pinner Reaction | Gattermann and Gattermann-Koch Formylation | Friedel-Crafts Alkylation | Kornblum Oxidation,False,False,False,False,957,application_example,
cov_larock_indole_synthesis_1036,Larock Indole Synthesis,Larock Indole Synthesis,Larock Indole Synthesis | Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling) | Ullmann Reaction / Coupling / Biaryl Synthesis,1.451 | 0.999 | 0.858,Larock Indole Synthesis | Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling) | Ullmann Reaction / Coupling / Biaryl Synthesis | Buchwald-Hartwig Cross-Coupling | Stille-Kelly Coupling,True,True,True,False,1036,application_example,
cov_larock_indole_synthesis_1037,Larock Indole Synthesis,Larock Indole Synthesis,Larock Indole Synthesis | Buchwald-Hartwig Cross-Coupling | Kumada Cross-Coupling,1.451 | 0.602 | 0.578,Larock Indole Synthesis | Buchwald-Hartwig Cross-Coupling | Kumada Cross-Coupling | Suzuki Cross-Coupling | Combes Quinoline Synthesis,True,True,True,False,1037,application_example,
cov_ley_oxidation_958,Ley Oxidation,Ley Oxidation,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,4.388 | 4.388 | 3.403,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation | Dess-Martin Oxidation | Pfitzner-Moffatt Oxidation,True,True,True,False,958,application_example,
cov_ley_oxidation_959,Ley Oxidation,Jones Oxidation,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,4.118 | 3.3 | 2.816,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement | Ley Oxidation | Oppenauer Oxidation,False,False,True,False,959,application_example,
cov_lieben_haloform_reaction_960,Lieben Haloform Reaction,Lieben Haloform Reaction,Lieben Haloform Reaction | Mannich Reaction | Schmidt Reaction,3.852 | 3.309 | 2.713,Lieben Haloform Reaction | Mannich Reaction | Schmidt Reaction | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,True,True,True,False,960,application_example,
cov_lieben_haloform_reaction_961,Lieben Haloform Reaction,Lieben Haloform Reaction,Lieben Haloform Reaction | Pinnick Oxidation | Hell-Volhard-Zelinsky Reaction,1.848 | 1.756 | 1.671,Lieben Haloform Reaction | Pinnick Oxidation | Hell-Volhard-Zelinsky Reaction | Malonic Ester Synthesis | Enders SAMP/RAMP Hydrazone Alkylation,True,True,True,False,961,application_example,
cov_lossen_rearrangement_962,Lossen Rearrangement,Lossen Rearrangement,Lossen Rearrangement | Curtius Rearrangement | Lieben Haloform Reaction,4.189 | 2.318 | 1.849,Lossen Rearrangement | Curtius Rearrangement | Lieben Haloform Reaction | Hofmann Rearrangement | Mitsunobu Reaction,True,True,True,False,962,application_example,
cov_lossen_rearrangement_963,Lossen Rearrangement,Lossen Rearrangement,Lossen Rearrangement | Eschenmoser-Tanabe Fragmentation | Hunsdiecker Reaction,3.229 | 1.316 | 1.198,Lossen Rearrangement | Eschenmoser-Tanabe Fragmentation | Hunsdiecker Reaction | Friedel-Crafts Alkylation | Curtius Rearrangement,True,True,True,False,963,application_example,
cov_luche_reduction_964,Luche Reduction,Luche Reduction,Luche Reduction | Birch Reduction | Nagata Hydrocyanation,2.696 | 1.454 | 1.421,Luche Reduction | Birch Reduction | Nagata Hydrocyanation | Danheiser Cyclopentene Annulation | Saegusa Oxidation,True,True,True,False,964,application_example,
cov_luche_reduction_965,Luche Reduction,Luche Reduction,Luche Reduction | Sharpless Asymmetric Dihydroxylation | Noyori Asymmetric Hydrogenation,2.589 | 2.155 | 2.015,Luche Reduction | Sharpless Asymmetric Dihydroxylation | Noyori Asymmetric Hydrogenation | Corey-Winter Olefination | Corey-Bakshi-Shibata Reduction (CBS Reduction),True,True,True,False,965,application_example,
cov_madelung_indole_synthesis_1039,Madelung Indole Synthesis,Madelung Indole Synthesis,Madelung Indole Synthesis | Fischer Indole Synthesis | Bartoli Indole Synthesis,3.155 | 1.248 | 1.003,Madelung Indole Synthesis | Fischer Indole Synthesis | Bartoli Indole Synthesis | Lieben Haloform Reaction | Reimer-Tiemann Reaction,True,True,True,False,1039,application_example,
cov_madelung_indole_synthesis_1040,Madelung Indole Synthesis,Madelung Indole Synthesis,Madelung Indole Synthesis | Lieben Haloform Reaction | Mannich Reaction,3.137 | 0.937 | 0.921,Madelung Indole Synthesis | Lieben Haloform Reaction | Mannich Reaction | Kröhnke Pyridine Synthesis | Schmidt Reaction,True,True,True,False,1040,application_example,
cov_malonic_ester_synthesis_1042,Malonic Ester Synthesis,Malonic Ester Synthesis,Malonic Ester Synthesis | Kulinkovich Reaction | Acetoacetic Ester Synthesis,3.642 | 1.551 | 1.492,Malonic Ester Synthesis | Kulinkovich Reaction | Acetoacetic Ester Synthesis | Regitz Diazo Transfer | Acyloin Condensation,True,True,True,False,1042,application_example,
cov_malonic_ester_synthesis_1043,Malonic Ester Synthesis,Malonic Ester Synthesis,Malonic Ester Synthesis | Kulinkovich Reaction | Acetoacetic Ester Synthesis,3.564 | 1.545 | 1.492,Malonic Ester Synthesis | Kulinkovich Reaction | Acetoacetic Ester Synthesis | Regitz Diazo Transfer | Acyloin Condensation,True,True,True,False,1043,application_example,
cov_mannich_reaction_966,Mannich Reaction,Mannich Reaction,Mannich Reaction | Lieben Haloform Reaction | Corey-Bakshi-Shibata Reduction (CBS Reduction),3.92 | 3.256 | 2.725,Mannich Reaction | Lieben Haloform Reaction | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Schmidt Reaction | Clemmensen Reduction,True,True,True,False,966,application_example,
cov_mannich_reaction_967,Mannich Reaction,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation | Mannich Reaction | Eschenmoser Methenylation,3.156 | 2.478 | 2.35,Enders SAMP/RAMP Hydrazone Alkylation | Mannich Reaction | Eschenmoser Methenylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction,False,True,True,False,967,application_example,
cov_mcmurry_coupling_1045,McMurry Coupling,Wolff-Kishner Reduction,Wolff-Kishner Reduction | Lieben Haloform Reaction | Mannich Reaction,3.377 | 3.363 | 3.194,Wolff-Kishner Reduction | Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction),False,False,False,False,1045,application_example,
cov_mcmurry_coupling_1046,McMurry Coupling,Corey-Winter Olefination,Corey-Winter Olefination | Kornblum Oxidation | Pinnick Oxidation,3.156 | 2.311 | 2.233,Corey-Winter Olefination | Kornblum Oxidation | Pinnick Oxidation | Takai-Utimoto Olefination (Takai Reaction) | Wolff-Kishner Reduction,False,False,False,False,1046,application_example,
cov_meerwein_arylation_1048,Meerwein Arylation,Meerwein Arylation,Meerwein Arylation | Claisen Condensation / Claisen Reaction | Baylis-Hillman Reaction,2.249 | 1.698 | 1.523,Meerwein Arylation | Claisen Condensation / Claisen Reaction | Baylis-Hillman Reaction | Stetter Reaction | Alkene (Olefin) Metathesis,True,True,True,False,1048,application_example,
cov_meerwein_arylation_1049,Meerwein Arylation,Meerwein Arylation,Meerwein Arylation | Michael Addition Reaction | Diels-Alder Cycloaddition,2.387 | 1.05 | 1.018,Meerwein Arylation | Michael Addition Reaction | Diels-Alder Cycloaddition | Sandmeyer Reaction | Cannizzaro Reaction,True,True,True,False,1049,application_example,
cov_meerwein-ponndorf-verley_reduction_1051,Meerwein-Ponndorf-Verley Reduction,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,4.447 | 4.054 | 3.564,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction | Wolff-Kishner Reduction | Mitsunobu Reaction,False,False,False,False,1051,application_example,
cov_meerwein-ponndorf-verley_reduction_1052,Meerwein-Ponndorf-Verley Reduction,Meerwein-Ponndorf-Verley Reduction,Meerwein-Ponndorf-Verley Reduction | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation,4.118 | 2.205 | 2.015,Meerwein-Ponndorf-Verley Reduction | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation | Stork Enamine Synthesis | Wharton Olefin Synthesis (Wharton Transposition),True,True,True,False,1052,application_example,
cov_meisenheimer_rearrangement_1054,Meisenheimer Rearrangement,Meisenheimer Rearrangement,Meisenheimer Rearrangement | Eschweiler-Clarke Methylation | Stevens Rearrangement,3.363 | 2.322 | 2.06,Meisenheimer Rearrangement | Eschweiler-Clarke Methylation | Stevens Rearrangement | Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Clemmensen Reduction,True,True,True,False,1054,application_example,
cov_meisenheimer_rearrangement_1055,Meisenheimer Rearrangement,Meisenheimer Rearrangement,Meisenheimer Rearrangement | Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement,2.991 | 1.262 | 1.223,Meisenheimer Rearrangement | Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement | Polonovski Reaction | Aza-Cope Rearrangement,True,True,True,False,1055,application_example,
cov_meyer-schuster_and_rupe_rearrangement_1057,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement | Riley Selenium Dioxide Oxidation | Schwartz Hydrozirconation,1.914 | 0.698 | 0.63,Meyer-Schuster and Rupe Rearrangement | Riley Selenium Dioxide Oxidation | Schwartz Hydrozirconation | Grob Fragmentation | Saegusa Oxidation,True,True,True,False,1057,application_example,
cov_meyer-schuster_and_rupe_rearrangement_1058,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement | Corey-Winter Olefination | Ley Oxidation,2.337 | 2.113 | 1.718,Meyer-Schuster and Rupe Rearrangement | Corey-Winter Olefination | Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,True,True,True,False,1058,application_example,
cov_michael_addition_reaction_1060,Michael Addition Reaction,Malonic Ester Synthesis,Malonic Ester Synthesis | Michael Addition Reaction | Retro-Claisen Reaction,2.981 | 2.545 | 2.453,Malonic Ester Synthesis | Michael Addition Reaction | Retro-Claisen Reaction | Acetoacetic Ester Synthesis | Regitz Diazo Transfer,False,True,True,False,1060,application_example,
cov_michael_addition_reaction_1061,Michael Addition Reaction,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation | Michael Addition Reaction | Eschenmoser Methenylation,2.858 | 2.337 | 2.205,Enders SAMP/RAMP Hydrazone Alkylation | Michael Addition Reaction | Eschenmoser Methenylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction,False,True,True,False,1061,application_example,
cov_midland_alpine_borane_reduction_1063,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction | Nicholas Reaction | Robinson Annulation,1.842 | 0.735 | 0.568,Midland Alpine Borane Reduction | Nicholas Reaction | Robinson Annulation | Schmidt Reaction | Riley Selenium Dioxide Oxidation,True,True,True,False,1063,application_example,
cov_midland_alpine_borane_reduction_1064,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction),3.154 | 2.015 | 1.954,Midland Alpine Borane Reduction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Nicholas Reaction | Wolff-Kishner Reduction,True,True,True,False,1064,application_example,
cov_minisci_reaction_1066,Minisci Reaction,Minisci Reaction,Minisci Reaction | Chichibabin Amination Reaction (Chichibabin Reaction) | Pomeranz-Fritsch Reaction,2.637 | 1.64 | 0.74,Minisci Reaction | Chichibabin Amination Reaction (Chichibabin Reaction) | Pomeranz-Fritsch Reaction | Friedel-Crafts Alkylation | Skraup and Doebner-Miller Quinoline Synthesis,True,True,True,False,1066,application_example,
cov_minisci_reaction_1067,Minisci Reaction,Minisci Reaction,Minisci Reaction | Chichibabin Amination Reaction (Chichibabin Reaction) | Skraup and Doebner-Miller Quinoline Synthesis,2.699 | 1.996 | 1.11,Minisci Reaction | Chichibabin Amination Reaction (Chichibabin Reaction) | Skraup and Doebner-Miller Quinoline Synthesis | Pomeranz-Fritsch Reaction | Bartoli Indole Synthesis,True,True,True,False,1067,application_example,
cov_mislow-evans_rearrangement_1069,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement | Aldol Reaction | Oppenauer Oxidation,2.337 | 0.902 | 0.868,Mislow-Evans Rearrangement | Aldol Reaction | Oppenauer Oxidation | Rubottom Oxidation | Carroll Rearrangement (Kimel-Cope Rearrangement),True,True,True,False,1069,application_example,
cov_mislow-evans_rearrangement_1070,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement | Pinnick Oxidation | Furukawa Modification,2.907 | 1.035 | 0.833,Mislow-Evans Rearrangement | Pinnick Oxidation | Furukawa Modification | Wacker Oxidation | Brown Hydroboration Reaction,True,True,True,False,1070,application_example,
cov_mitsunobu_reaction_1072,Mitsunobu Reaction,Aldol Reaction,Aldol Reaction | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Lieben Haloform Reaction,1.631 | 1.335 | 1.262,Aldol Reaction | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Lieben Haloform Reaction | Corey-Kim Oxidation | Dess-Martin Oxidation,False,False,False,False,1072,application_example,
cov_mitsunobu_reaction_1073,Mitsunobu Reaction,Barton-McCombie Radical Deoxygenation Reaction,Barton-McCombie Radical Deoxygenation Reaction | Eschweiler-Clarke Methylation | Arbuzov Reaction (Michaelis-Arbuzov Reaction),1.273 | 0.709 | 0.632,Barton-McCombie Radical Deoxygenation Reaction | Eschweiler-Clarke Methylation | Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Fleming-Tamao Oxidation | Clemmensen Reduction,False,False,False,False,1073,application_example,
cov_miyaura_boration_1075,Miyaura Boration,Miyaura Boration,Miyaura Boration | Grignard Reaction | Kornblum Oxidation,2.891 | 1.676 | 1.63,Miyaura Boration | Grignard Reaction | Kornblum Oxidation | Corey-Winter Olefination | Balz-Schiemann Reaction (Schiemann Reaction),True,True,True,False,1075,application_example,
cov_miyaura_boration_1076,Miyaura Boration,Miyaura Boration,Miyaura Boration | Friedel-Crafts Alkylation | Eschenmoser-Tanabe Fragmentation,3.06 | 1.423 | 1.354,Miyaura Boration | Friedel-Crafts Alkylation | Eschenmoser-Tanabe Fragmentation | Hunsdiecker Reaction | Reimer-Tiemann Reaction,True,True,True,False,1076,application_example,
cov_mukaiyama_aldol_reaction_1078,Mukaiyama Aldol Reaction,Stetter Reaction,Stetter Reaction | Aldol Reaction | Benzoin and Retro-Benzoin Condensation,3.125 | 2.166 | 2.028,Stetter Reaction | Aldol Reaction | Benzoin and Retro-Benzoin Condensation | Grignard Reaction | Roush Asymmetric Allylation,False,False,False,False,1078,application_example,
cov_mukaiyama_aldol_reaction_1079,Mukaiyama Aldol Reaction,Wolff-Kishner Reduction,Wolff-Kishner Reduction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction),2.976 | 2.771 | 2.634,Wolff-Kishner Reduction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Clemmensen Reduction | Benzoin and Retro-Benzoin Condensation,False,False,False,False,1079,application_example,
cov_myers_asymmetric_alkylation_1081,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation | Mannich Reaction | Clemmensen Reduction,3.503 | 0.809 | 0.74,Myers Asymmetric Alkylation | Mannich Reaction | Clemmensen Reduction | Stevens Rearrangement | Aldol Reaction,True,True,True,False,1081,application_example,
cov_myers_asymmetric_alkylation_1082,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation,"Myers Asymmetric Alkylation | Claisen-Ireland Rearrangement | Aza-[2,3]-Wittig Rearrangement",3.534 | 0.731 | 0.705,"Myers Asymmetric Alkylation | Claisen-Ireland Rearrangement | Aza-[2,3]-Wittig Rearrangement | Roush Asymmetric Allylation | Eschenmoser-Claisen Rearrangement",True,True,True,False,1082,application_example,
cov_nagata_hydrocyanation_1084,Nagata Hydrocyanation,Nagata Hydrocyanation,Nagata Hydrocyanation | Luche Reduction | Stork Enamine Synthesis,3.194 | 1.421 | 1.302,Nagata Hydrocyanation | Luche Reduction | Stork Enamine Synthesis | Enders SAMP/RAMP Hydrazone Alkylation | Danheiser Cyclopentene Annulation,True,True,True,False,1084,application_example,
cov_nagata_hydrocyanation_1085,Nagata Hydrocyanation,Nagata Hydrocyanation,Nagata Hydrocyanation | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Regitz Diazo Transfer,2.524 | 1.736 | 1.472,Nagata Hydrocyanation | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Regitz Diazo Transfer | Charette Asymmetric Cyclopropanation | Malonic Ester Synthesis,True,True,True,False,1085,application_example,
cov_nazarov_cyclization_1087,Nazarov Cyclization,Nazarov Cyclization,Nazarov Cyclization | Pinnick Oxidation | Stetter Reaction,2.974 | 1.236 | 1.159,Nazarov Cyclization | Pinnick Oxidation | Stetter Reaction | Tebbe Olefination/Petasis-Tebbe Olefination | Alkene (Olefin) Metathesis,True,True,True,False,1087,application_example,
cov_nazarov_cyclization_1088,Nazarov Cyclization,Nazarov Cyclization,Nazarov Cyclization | Enders SAMP/RAMP Hydrazone Alkylation | Robinson Annulation,2.337 | 0.81 | 0.766,Nazarov Cyclization | Enders SAMP/RAMP Hydrazone Alkylation | Robinson Annulation | Aldol Reaction | Riley Selenium Dioxide Oxidation,True,True,True,False,1088,application_example,
cov_neber_rearrangement_1090,Neber Rearrangement,Neber Rearrangement,Neber Rearrangement | Clemmensen Reduction | Eschweiler-Clarke Methylation,2.92 | 1.634 | 1.538,Neber Rearrangement | Clemmensen Reduction | Eschweiler-Clarke Methylation | Schotten-Baumann Reaction | Davis' Oxaziridine Oxidations,True,True,True,False,1090,application_example,
cov_neber_rearrangement_1091,Neber Rearrangement,Neber Rearrangement,Neber Rearrangement | Lieben Haloform Reaction | Mannich Reaction,3.283 | 2.101 | 2.025,Neber Rearrangement | Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction),True,True,True,False,1091,application_example,
cov_nef_reaction_1093,Nef Reaction,Nef Reaction,Nef Reaction | Wacker Oxidation | Riley Selenium Dioxide Oxidation,2.312 | 0.458 | 0.414,Nef Reaction | Wacker Oxidation | Riley Selenium Dioxide Oxidation | Stephen Aldehyde Synthesis (Stephen Reduction) | Henry Reaction,True,True,True,False,1093,application_example,
cov_nef_reaction_1094,Nef Reaction,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Dess-Martin Oxidation | Nef Reaction,2.718 | 2.561 | 2.492,Friedel-Crafts Acylation | Dess-Martin Oxidation | Nef Reaction | Mitsunobu Reaction | Lieben Haloform Reaction,False,True,True,False,1094,application_example,
cov_negishi_cross-coupling_1096,Negishi Cross-Coupling,Kumada Cross-Coupling,Kumada Cross-Coupling | Kornblum Oxidation | Suzuki Cross-Coupling,1.766 | 1.75 | 1.713,Kumada Cross-Coupling | Kornblum Oxidation | Suzuki Cross-Coupling | Balz-Schiemann Reaction (Schiemann Reaction) | Grignard Reaction,False,False,False,False,1096,application_example,
cov_negishi_cross-coupling_1097,Negishi Cross-Coupling,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation | Eschenmoser-Tanabe Fragmentation | Hunsdiecker Reaction,1.673 | 1.286 | 1.112,Friedel-Crafts Alkylation | Eschenmoser-Tanabe Fragmentation | Hunsdiecker Reaction | Negishi Cross-Coupling | Balz-Schiemann Reaction (Schiemann Reaction),False,False,True,False,1097,application_example,
cov_nenitzescu_indole_synthesis_1099,Nenitzescu Indole Synthesis,Nenitzescu Indole Synthesis,Nenitzescu Indole Synthesis | Aldol Reaction | Paal-Knorr Pyrrole Synthesis,1.291 | 0.521 | 0.479,Nenitzescu Indole Synthesis | Aldol Reaction | Paal-Knorr Pyrrole Synthesis | Dienone-Phenol Rearrangement | Stobbe Condensation,True,True,True,False,1099,application_example,
cov_nenitzescu_indole_synthesis_1100,Nenitzescu Indole Synthesis,Knorr Pyrrole Synthesis,Knorr Pyrrole Synthesis | Knoevenagel Condensation | Nenitzescu Indole Synthesis,2.583 | 1.588 | 1.282,Knorr Pyrrole Synthesis | Knoevenagel Condensation | Nenitzescu Indole Synthesis | Retro-Claisen Reaction | Stobbe Condensation,False,True,True,False,1100,application_example,
cov_nicholas_reaction_1102,Nicholas Reaction,Barton-McCombie Radical Deoxygenation Reaction,Barton-McCombie Radical Deoxygenation Reaction | Alkyne Metathesis | Nicholas Reaction,1.509 | 1.279 | 1.254,Barton-McCombie Radical Deoxygenation Reaction | Alkyne Metathesis | Nicholas Reaction | Midland Alpine Borane Reduction | Clemmensen Reduction,False,True,True,False,1102,application_example,
cov_nicholas_reaction_1103,Nicholas Reaction,Barton-McCombie Radical Deoxygenation Reaction,Barton-McCombie Radical Deoxygenation Reaction | Nicholas Reaction | Alkyne Metathesis,1.593 | 1.209 | 1.082,Barton-McCombie Radical Deoxygenation Reaction | Nicholas Reaction | Alkyne Metathesis | Midland Alpine Borane Reduction | Clemmensen Reduction,False,True,True,False,1103,application_example,
cov_noyori_asymmetric_hydrogenation_1105,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,4.447 | 4.054 | 3.564,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction | Wolff-Kishner Reduction | Mitsunobu Reaction,True,True,True,False,1105,application_example,
cov_noyori_asymmetric_hydrogenation_1106,Noyori Asymmetric Hydrogenation,Acetoacetic Ester Synthesis,Acetoacetic Ester Synthesis | Claisen Condensation / Claisen Reaction | Noyori Asymmetric Hydrogenation,3.213 | 3.041 | 2.581,Acetoacetic Ester Synthesis | Claisen Condensation / Claisen Reaction | Noyori Asymmetric Hydrogenation | Baylis-Hillman Reaction | Krapcho Dealkoxycarbonylation (Krapcho Reaction),False,True,True,False,1106,application_example,
cov_nozaki-hiyama-kishi_reaction_1108,Nozaki-Hiyama-Kishi Reaction,Sharpless Asymmetric Dihydroxylation,Sharpless Asymmetric Dihydroxylation | Pinnick Oxidation | Takai-Utimoto Olefination (Takai Reaction),2.854 | 2.576 | 2.504,Sharpless Asymmetric Dihydroxylation | Pinnick Oxidation | Takai-Utimoto Olefination (Takai Reaction) | Danishefsky's Diene Cycloaddition | Grignard Reaction,False,False,False,False,1108,application_example,
cov_nozaki-hiyama-kishi_reaction_1109,Nozaki-Hiyama-Kishi Reaction,Seyferth-Gilbert Homologation,Seyferth-Gilbert Homologation | Keck Radical Allylation | Keck Asymmetric Allylation,1.994 | 1.286 | 1.202,Seyferth-Gilbert Homologation | Keck Radical Allylation | Keck Asymmetric Allylation | Takai-Utimoto Olefination (Takai Reaction) | Pinnick Oxidation,False,False,False,False,1109,application_example,
cov_oppenauer_oxidation_1111,Oppenauer Oxidation,Mitsunobu Reaction,Mitsunobu Reaction | Corey-Kim Oxidation | Dess-Martin Oxidation,3.431 | 3.407 | 3.407,Mitsunobu Reaction | Corey-Kim Oxidation | Dess-Martin Oxidation | Friedel-Crafts Acylation | Oppenauer Oxidation,False,False,True,False,1111,application_example,
cov_oppenauer_oxidation_1112,Oppenauer Oxidation,Jones Oxidation,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,4.118 | 3.3 | 2.816,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement | Ley Oxidation | Oppenauer Oxidation,False,False,True,False,1112,application_example,
cov_overman_rearrangement_1114,Overman Rearrangement,Overman Rearrangement,Overman Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation,3.264 | 1.136 | 0.957,Overman Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation | Claisen-Ireland Rearrangement | Johnson-Claisen Rearrangement,True,True,True,False,1114,application_example,
cov_overman_rearrangement_1115,Overman Rearrangement,Overman Rearrangement,Overman Rearrangement | Schotten-Baumann Reaction | Eschenmoser-Claisen Rearrangement,3.279 | 0.497 | 0.45,Overman Rearrangement | Schotten-Baumann Reaction | Eschenmoser-Claisen Rearrangement | Cope Rearrangement | De Mayo Cycloaddition,True,True,True,False,1115,application_example,
cov_oxy-cope_rearrangement_and_anionic_oxy-cope_rearrangement_1117,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement | Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement,2.845 | 1.321 | 0.957,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement | Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Wacker Oxidation,True,True,True,False,1117,application_example,
